ur_syll,sr_syll,ur_string,sr_string
u.ʃɪʃ,i.ʃɪʃ,uʃɪʃ,iʃɪʃ
u.ʃɪʒ,i.ʃɪʒ,uʃɪʒ,iʃɪʒ
u.ʃɪθ,i.ʃɪθ,uʃɪθ,iʃɪθ
u.ʃɪð,i.ʃɪð,uʃɪð,iʃɪð
u.ʒɪm,i.ʒɪm,uʒɪm,iʒɪm
u.ʒɪn,i.ʒɪn,uʒɪn,iʒɪn
u.ʒɪŋ,i.ʒɪŋ,uʒɪŋ,iʒɪŋ
u.ʒɪp,i.ʒɪp,uʒɪp,iʒɪp
u.ʒɪt,i.ʒɪt,uʒɪt,iʒɪt
u.ʒɪk,i.ʒɪk,uʒɪk,iʒɪk
u.ʒɪb,i.ʒɪb,uʒɪb,iʒɪb
u.ʒɪd,i.ʒɪd,uʒɪd,iʒɪd
u.ʒɪg,i.ʒɪg,uʒɪg,iʒɪg
u.ʒɪf,i.ʒɪf,uʒɪf,iʒɪf
u.ʒɪs,i.ʒɪs,uʒɪs,iʒɪs
u.ʒɪv,i.ʒɪv,uʒɪv,iʒɪv
u.ʒɪz,i.ʒɪz,uʒɪz,iʒɪz
u.ʒɪʃ,i.ʒɪʃ,uʒɪʃ,iʒɪʃ
u.ʒɪʒ,i.ʒɪʒ,uʒɪʒ,iʒɪʒ
u.ʒɪθ,i.ʒɪθ,uʒɪθ,iʒɪθ
u.ʒɪð,i.ʒɪð,uʒɪð,iʒɪð
u.θɪm,i.θɪm,uθɪm,iθɪm
u.θɪn,i.θɪn,uθɪn,iθɪn
u.θɪŋ,i.θɪŋ,uθɪŋ,iθɪŋ
u.θɪp,i.θɪp,uθɪp,iθɪp
u.θɪt,i.θɪt,uθɪt,iθɪt
u.θɪk,i.θɪk,uθɪk,iθɪk
u.θɪb,i.θɪb,uθɪb,iθɪb
u.θɪd,i.θɪd,uθɪd,iθɪd
u.θɪg,i.θɪg,uθɪg,iθɪg
u.θɪf,i.θɪf,uθɪf,iθɪf
u.θɪs,i.θɪs,uθɪs,iθɪs
u.θɪv,i.θɪv,uθɪv,iθɪv
u.θɪz,i.θɪz,uθɪz,iθɪz
u.θɪʃ,i.θɪʃ,uθɪʃ,iθɪʃ
u.θɪʒ,i.θɪʒ,uθɪʒ,iθɪʒ
u.θɪθ,i.θɪθ,uθɪθ,iθɪθ
u.θɪð,i.θɪð,uθɪð,iθɪð
u.ðɪm,i.ðɪm,uðɪm,iðɪm
u.ðɪn,i.ðɪn,uðɪn,iðɪn
u.ðɪŋ,i.ðɪŋ,uðɪŋ,iðɪŋ
u.ðɪp,i.ðɪp,uðɪp,iðɪp
u.ðɪt,i.ðɪt,uðɪt,iðɪt
u.ðɪk,i.ðɪk,uðɪk,iðɪk
u.ðɪb,i.ðɪb,uðɪb,iðɪb
u.ðɪd,i.ðɪd,uðɪd,iðɪd
u.ðɪg,i.ðɪg,uðɪg,iðɪg
u.ðɪf,i.ðɪf,uðɪf,iðɪf
u.ðɪs,i.ðɪs,uðɪs,iðɪs
u.ðɪv,i.ðɪv,uðɪv,iðɪv
u.ðɪz,i.ðɪz,uðɪz,iðɪz
u.ðɪʃ,i.ðɪʃ,uðɪʃ,iðɪʃ
u.ðɪʒ,i.ðɪʒ,uðɪʒ,iðɪʒ
u.ðɪθ,i.ðɪθ,uðɪθ,iðɪθ
u.ðɪð,i.ðɪð,uðɪð,iðɪð
u.hɪm,i.hɪm,uhɪm,ihɪm
u.hɪn,i.hɪn,uhɪn,ihɪn
u.hɪŋ,i.hɪŋ,uhɪŋ,ihɪŋ
u.hɪp,i.hɪp,uhɪp,ihɪp
u.hɪt,i.hɪt,uhɪt,ihɪt
u.hɪk,i.hɪk,uhɪk,ihɪk
u.hɪb,i.hɪb,uhɪb,ihɪb
u.hɪd,i.hɪd,uhɪd,ihɪd
u.hɪg,i.hɪg,uhɪg,ihɪg
u.hɪf,i.hɪf,uhɪf,ihɪf
u.hɪs,i.hɪs,uhɪs,ihɪs
u.hɪv,i.hɪv,uhɪv,ihɪv
u.hɪz,i.hɪz,uhɪz,ihɪz
u.hɪʃ,i.hɪʃ,uhɪʃ,ihɪʃ
u.hɪʒ,i.hɪʒ,uhɪʒ,ihɪʒ
u.hɪθ,i.hɪθ,uhɪθ,ihɪθ
u.hɪð,i.hɪð,uhɪð,ihɪð
u.mɛm,i.mɛm,umɛm,imɛm
u.mɛn,i.mɛn,umɛn,imɛn
u.mɛŋ,i.mɛŋ,umɛŋ,imɛŋ
u.mɛp,i.mɛp,umɛp,imɛp
u.mɛt,i.mɛt,umɛt,imɛt
u.mɛk,i.mɛk,umɛk,imɛk
u.mɛb,i.mɛb,umɛb,imɛb
u.mɛd,i.mɛd,umɛd,imɛd
u.mɛg,i.mɛg,umɛg,imɛg
u.mɛf,i.mɛf,umɛf,imɛf
u.mɛs,i.mɛs,umɛs,imɛs
u.mɛv,i.mɛv,umɛv,imɛv
u.mɛz,i.mɛz,umɛz,imɛz
u.mɛʃ,i.mɛʃ,umɛʃ,imɛʃ
u.mɛʒ,i.mɛʒ,umɛʒ,imɛʒ
u.mɛθ,i.mɛθ,umɛθ,imɛθ
u.mɛð,i.mɛð,umɛð,imɛð
u.nɛm,i.nɛm,unɛm,inɛm
u.nɛn,i.nɛn,unɛn,inɛn
u.nɛŋ,i.nɛŋ,unɛŋ,inɛŋ
u.nɛp,i.nɛp,unɛp,inɛp
u.nɛt,i.nɛt,unɛt,inɛt
u.nɛk,i.nɛk,unɛk,inɛk
u.nɛb,i.nɛb,unɛb,inɛb
u.nɛd,i.nɛd,unɛd,inɛd
u.nɛg,i.nɛg,unɛg,inɛg
u.nɛf,i.nɛf,unɛf,inɛf
u.nɛs,i.nɛs,unɛs,inɛs
u.nɛv,i.nɛv,unɛv,inɛv
u.nɛz,i.nɛz,unɛz,inɛz
u.nɛʃ,i.nɛʃ,unɛʃ,inɛʃ
u.nɛʒ,i.nɛʒ,unɛʒ,inɛʒ
u.nɛθ,i.nɛθ,unɛθ,inɛθ
u.nɛð,i.nɛð,unɛð,inɛð
u.pɛm,i.pɛm,upɛm,ipɛm
u.pɛn,i.pɛn,upɛn,ipɛn
u.pɛŋ,i.pɛŋ,upɛŋ,ipɛŋ
u.pɛp,i.pɛp,upɛp,ipɛp
u.pɛt,i.pɛt,upɛt,ipɛt
u.pɛk,i.pɛk,upɛk,ipɛk
u.pɛb,i.pɛb,upɛb,ipɛb
u.pɛd,i.pɛd,upɛd,ipɛd
u.pɛg,i.pɛg,upɛg,ipɛg
u.pɛf,i.pɛf,upɛf,ipɛf
u.pɛs,i.pɛs,upɛs,ipɛs
u.pɛv,i.pɛv,upɛv,ipɛv
u.pɛz,i.pɛz,upɛz,ipɛz
u.pɛʃ,i.pɛʃ,upɛʃ,ipɛʃ
u.pɛʒ,i.pɛʒ,upɛʒ,ipɛʒ
u.pɛθ,i.pɛθ,upɛθ,ipɛθ
u.pɛð,i.pɛð,upɛð,ipɛð
u.tɛm,i.tɛm,utɛm,itɛm
u.tɛn,i.tɛn,utɛn,itɛn
u.tɛŋ,i.tɛŋ,utɛŋ,itɛŋ
u.tɛp,i.tɛp,utɛp,itɛp
u.tɛt,i.tɛt,utɛt,itɛt
u.tɛk,i.tɛk,utɛk,itɛk
u.tɛb,i.tɛb,utɛb,itɛb
u.tɛd,i.tɛd,utɛd,itɛd
u.tɛg,i.tɛg,utɛg,itɛg
u.tɛf,i.tɛf,utɛf,itɛf
u.tɛs,i.tɛs,utɛs,itɛs
u.tɛv,i.tɛv,utɛv,itɛv
u.tɛz,i.tɛz,utɛz,itɛz
u.tɛʃ,i.tɛʃ,utɛʃ,itɛʃ
u.tɛʒ,i.tɛʒ,utɛʒ,itɛʒ
u.tɛθ,i.tɛθ,utɛθ,itɛθ
u.tɛð,i.tɛð,utɛð,itɛð
u.kɛm,i.kɛm,ukɛm,ikɛm
u.kɛn,i.kɛn,ukɛn,ikɛn
u.kɛŋ,i.kɛŋ,ukɛŋ,ikɛŋ
u.kɛp,i.kɛp,ukɛp,ikɛp
u.kɛt,i.kɛt,ukɛt,ikɛt
u.kɛk,i.kɛk,ukɛk,ikɛk
u.kɛb,i.kɛb,ukɛb,ikɛb
u.kɛd,i.kɛd,ukɛd,ikɛd
u.kɛg,i.kɛg,ukɛg,ikɛg
u.kɛf,i.kɛf,ukɛf,ikɛf
u.kɛs,i.kɛs,ukɛs,ikɛs
u.kɛv,i.kɛv,ukɛv,ikɛv
u.kɛz,i.kɛz,ukɛz,ikɛz
u.kɛʃ,i.kɛʃ,ukɛʃ,ikɛʃ
u.kɛʒ,i.kɛʒ,ukɛʒ,ikɛʒ
u.kɛθ,i.kɛθ,ukɛθ,ikɛθ
u.kɛð,i.kɛð,ukɛð,ikɛð
u.bɛm,i.bɛm,ubɛm,ibɛm
u.bɛn,i.bɛn,ubɛn,ibɛn
u.bɛŋ,i.bɛŋ,ubɛŋ,ibɛŋ
u.bɛp,i.bɛp,ubɛp,ibɛp
u.bɛt,i.bɛt,ubɛt,ibɛt
u.bɛk,i.bɛk,ubɛk,ibɛk
u.bɛb,i.bɛb,ubɛb,ibɛb
u.bɛd,i.bɛd,ubɛd,ibɛd
u.bɛg,i.bɛg,ubɛg,ibɛg
u.bɛf,i.bɛf,ubɛf,ibɛf
u.bɛs,i.bɛs,ubɛs,ibɛs
u.bɛv,i.bɛv,ubɛv,ibɛv
u.bɛz,i.bɛz,ubɛz,ibɛz
u.bɛʃ,i.bɛʃ,ubɛʃ,ibɛʃ
u.bɛʒ,i.bɛʒ,ubɛʒ,ibɛʒ
u.bɛθ,i.bɛθ,ubɛθ,ibɛθ
u.bɛð,i.bɛð,ubɛð,ibɛð
u.dɛm,i.dɛm,udɛm,idɛm
u.dɛn,i.dɛn,udɛn,idɛn
u.dɛŋ,i.dɛŋ,udɛŋ,idɛŋ
u.dɛp,i.dɛp,udɛp,idɛp
u.dɛt,i.dɛt,udɛt,idɛt
u.dɛk,i.dɛk,udɛk,idɛk
u.dɛb,i.dɛb,udɛb,idɛb
u.dɛd,i.dɛd,udɛd,idɛd
u.dɛg,i.dɛg,udɛg,idɛg
u.dɛf,i.dɛf,udɛf,idɛf
u.dɛs,i.dɛs,udɛs,idɛs
u.dɛv,i.dɛv,udɛv,idɛv
u.dɛz,i.dɛz,udɛz,idɛz
u.dɛʃ,i.dɛʃ,udɛʃ,idɛʃ
u.dɛʒ,i.dɛʒ,udɛʒ,idɛʒ
u.dɛθ,i.dɛθ,udɛθ,idɛθ
u.dɛð,i.dɛð,udɛð,idɛð
u.gɛm,i.gɛm,ugɛm,igɛm
u.gɛn,i.gɛn,ugɛn,igɛn
u.gɛŋ,i.gɛŋ,ugɛŋ,igɛŋ
u.gɛp,i.gɛp,ugɛp,igɛp
u.gɛt,i.gɛt,ugɛt,igɛt
u.gɛk,i.gɛk,ugɛk,igɛk
u.gɛb,i.gɛb,ugɛb,igɛb
u.gɛd,i.gɛd,ugɛd,igɛd
u.gɛg,i.gɛg,ugɛg,igɛg
u.gɛf,i.gɛf,ugɛf,igɛf
u.gɛs,i.gɛs,ugɛs,igɛs
u.gɛv,i.gɛv,ugɛv,igɛv
u.gɛz,i.gɛz,ugɛz,igɛz
u.gɛʃ,i.gɛʃ,ugɛʃ,igɛʃ
u.gɛʒ,i.gɛʒ,ugɛʒ,igɛʒ
u.gɛθ,i.gɛθ,ugɛθ,igɛθ
u.gɛð,i.gɛð,ugɛð,igɛð
u.fɛm,i.fɛm,ufɛm,ifɛm
u.fɛn,i.fɛn,ufɛn,ifɛn
u.fɛŋ,i.fɛŋ,ufɛŋ,ifɛŋ
u.fɛp,i.fɛp,ufɛp,ifɛp
u.fɛt,i.fɛt,ufɛt,ifɛt
u.fɛk,i.fɛk,ufɛk,ifɛk
u.fɛb,i.fɛb,ufɛb,ifɛb
u.fɛd,i.fɛd,ufɛd,ifɛd
u.fɛg,i.fɛg,ufɛg,ifɛg
u.fɛf,i.fɛf,ufɛf,ifɛf
u.fɛs,i.fɛs,ufɛs,ifɛs
u.fɛv,i.fɛv,ufɛv,ifɛv
u.fɛz,i.fɛz,ufɛz,ifɛz
u.fɛʃ,i.fɛʃ,ufɛʃ,ifɛʃ
u.fɛʒ,i.fɛʒ,ufɛʒ,ifɛʒ
u.fɛθ,i.fɛθ,ufɛθ,ifɛθ
u.fɛð,i.fɛð,ufɛð,ifɛð
u.sɛm,i.sɛm,usɛm,isɛm
u.sɛn,i.sɛn,usɛn,isɛn
u.sɛŋ,i.sɛŋ,usɛŋ,isɛŋ
u.sɛp,i.sɛp,usɛp,isɛp
u.sɛt,i.sɛt,usɛt,isɛt
u.sɛk,i.sɛk,usɛk,isɛk
u.sɛb,i.sɛb,usɛb,isɛb
u.sɛd,i.sɛd,usɛd,isɛd
u.sɛg,i.sɛg,usɛg,isɛg
u.sɛf,i.sɛf,usɛf,isɛf
u.sɛs,i.sɛs,usɛs,isɛs
u.sɛv,i.sɛv,usɛv,isɛv
u.sɛz,i.sɛz,usɛz,isɛz
u.sɛʃ,i.sɛʃ,usɛʃ,isɛʃ
u.sɛʒ,i.sɛʒ,usɛʒ,isɛʒ
u.sɛθ,i.sɛθ,usɛθ,isɛθ
u.sɛð,i.sɛð,usɛð,isɛð
u.vɛm,i.vɛm,uvɛm,ivɛm
u.vɛn,i.vɛn,uvɛn,ivɛn
u.vɛŋ,i.vɛŋ,uvɛŋ,ivɛŋ
u.vɛp,i.vɛp,uvɛp,ivɛp
u.vɛt,i.vɛt,uvɛt,ivɛt
u.vɛk,i.vɛk,uvɛk,ivɛk
u.vɛb,i.vɛb,uvɛb,ivɛb
u.vɛd,i.vɛd,uvɛd,ivɛd
u.vɛg,i.vɛg,uvɛg,ivɛg
u.vɛf,i.vɛf,uvɛf,ivɛf
u.vɛs,i.vɛs,uvɛs,ivɛs
u.vɛv,i.vɛv,uvɛv,ivɛv
u.vɛz,i.vɛz,uvɛz,ivɛz
u.vɛʃ,i.vɛʃ,uvɛʃ,ivɛʃ
u.vɛʒ,i.vɛʒ,uvɛʒ,ivɛʒ
u.vɛθ,i.vɛθ,uvɛθ,ivɛθ
u.vɛð,i.vɛð,uvɛð,ivɛð
u.zɛm,i.zɛm,uzɛm,izɛm
u.zɛn,i.zɛn,uzɛn,izɛn
u.zɛŋ,i.zɛŋ,uzɛŋ,izɛŋ
u.zɛp,i.zɛp,uzɛp,izɛp
u.zɛt,i.zɛt,uzɛt,izɛt
u.zɛk,i.zɛk,uzɛk,izɛk
u.zɛb,i.zɛb,uzɛb,izɛb
u.zɛd,i.zɛd,uzɛd,izɛd
u.zɛg,i.zɛg,uzɛg,izɛg
u.zɛf,i.zɛf,uzɛf,izɛf
u.zɛs,i.zɛs,uzɛs,izɛs
u.zɛv,i.zɛv,uzɛv,izɛv
u.zɛz,i.zɛz,uzɛz,izɛz
u.zɛʃ,i.zɛʃ,uzɛʃ,izɛʃ
u.zɛʒ,i.zɛʒ,uzɛʒ,izɛʒ
u.zɛθ,i.zɛθ,uzɛθ,izɛθ
u.zɛð,i.zɛð,uzɛð,izɛð
u.ʃɛm,i.ʃɛm,uʃɛm,iʃɛm
u.ʃɛn,i.ʃɛn,uʃɛn,iʃɛn
u.ʃɛŋ,i.ʃɛŋ,uʃɛŋ,iʃɛŋ
u.ʃɛp,i.ʃɛp,uʃɛp,iʃɛp
u.ʃɛt,i.ʃɛt,uʃɛt,iʃɛt
u.ʃɛk,i.ʃɛk,uʃɛk,iʃɛk
u.ʃɛb,i.ʃɛb,uʃɛb,iʃɛb
u.ʃɛd,i.ʃɛd,uʃɛd,iʃɛd
u.ʃɛg,i.ʃɛg,uʃɛg,iʃɛg
u.ʃɛf,i.ʃɛf,uʃɛf,iʃɛf
u.ʃɛs,i.ʃɛs,uʃɛs,iʃɛs
u.ʃɛv,i.ʃɛv,uʃɛv,iʃɛv
u.ʃɛz,i.ʃɛz,uʃɛz,iʃɛz
u.ʃɛʃ,i.ʃɛʃ,uʃɛʃ,iʃɛʃ
u.ʃɛʒ,i.ʃɛʒ,uʃɛʒ,iʃɛʒ
u.ʃɛθ,i.ʃɛθ,uʃɛθ,iʃɛθ
u.ʃɛð,i.ʃɛð,uʃɛð,iʃɛð
u.ʒɛm,i.ʒɛm,uʒɛm,iʒɛm
u.ʒɛn,i.ʒɛn,uʒɛn,iʒɛn
u.ʒɛŋ,i.ʒɛŋ,uʒɛŋ,iʒɛŋ
u.ʒɛp,i.ʒɛp,uʒɛp,iʒɛp
u.ʒɛt,i.ʒɛt,uʒɛt,iʒɛt
u.ʒɛk,i.ʒɛk,uʒɛk,iʒɛk
u.ʒɛb,i.ʒɛb,uʒɛb,iʒɛb
u.ʒɛd,i.ʒɛd,uʒɛd,iʒɛd
u.ʒɛg,i.ʒɛg,uʒɛg,iʒɛg
u.ʒɛf,i.ʒɛf,uʒɛf,iʒɛf
u.ʒɛs,i.ʒɛs,uʒɛs,iʒɛs
u.ʒɛv,i.ʒɛv,uʒɛv,iʒɛv
u.ʒɛz,i.ʒɛz,uʒɛz,iʒɛz
u.ʒɛʃ,i.ʒɛʃ,uʒɛʃ,iʒɛʃ
u.ʒɛʒ,i.ʒɛʒ,uʒɛʒ,iʒɛʒ
u.ʒɛθ,i.ʒɛθ,uʒɛθ,iʒɛθ
u.ʒɛð,i.ʒɛð,uʒɛð,iʒɛð
u.θɛm,i.θɛm,uθɛm,iθɛm
u.θɛn,i.θɛn,uθɛn,iθɛn
u.θɛŋ,i.θɛŋ,uθɛŋ,iθɛŋ
u.θɛp,i.θɛp,uθɛp,iθɛp
u.θɛt,i.θɛt,uθɛt,iθɛt
u.θɛk,i.θɛk,uθɛk,iθɛk
u.θɛb,i.θɛb,uθɛb,iθɛb
u.θɛd,i.θɛd,uθɛd,iθɛd
u.θɛg,i.θɛg,uθɛg,iθɛg
u.θɛf,i.θɛf,uθɛf,iθɛf
u.θɛs,i.θɛs,uθɛs,iθɛs
u.θɛv,i.θɛv,uθɛv,iθɛv
u.θɛz,i.θɛz,uθɛz,iθɛz
u.θɛʃ,i.θɛʃ,uθɛʃ,iθɛʃ
u.θɛʒ,i.θɛʒ,uθɛʒ,iθɛʒ
u.θɛθ,i.θɛθ,uθɛθ,iθɛθ
u.θɛð,i.θɛð,uθɛð,iθɛð
u.ðɛm,i.ðɛm,uðɛm,iðɛm
u.ðɛn,i.ðɛn,uðɛn,iðɛn
u.ðɛŋ,i.ðɛŋ,uðɛŋ,iðɛŋ
u.ðɛp,i.ðɛp,uðɛp,iðɛp
u.ðɛt,i.ðɛt,uðɛt,iðɛt
u.ðɛk,i.ðɛk,uðɛk,iðɛk
u.ðɛb,i.ðɛb,uðɛb,iðɛb
u.ðɛd,i.ðɛd,uðɛd,iðɛd
u.ðɛg,i.ðɛg,uðɛg,iðɛg
u.ðɛf,i.ðɛf,uðɛf,iðɛf
u.ðɛs,i.ðɛs,uðɛs,iðɛs
u.ðɛv,i.ðɛv,uðɛv,iðɛv
u.ðɛz,i.ðɛz,uðɛz,iðɛz
u.ðɛʃ,i.ðɛʃ,uðɛʃ,iðɛʃ
u.ðɛʒ,i.ðɛʒ,uðɛʒ,iðɛʒ
u.ðɛθ,i.ðɛθ,uðɛθ,iðɛθ
u.ðɛð,i.ðɛð,uðɛð,iðɛð
u.hɛm,i.hɛm,uhɛm,ihɛm
u.hɛn,i.hɛn,uhɛn,ihɛn
u.hɛŋ,i.hɛŋ,uhɛŋ,ihɛŋ
u.hɛp,i.hɛp,uhɛp,ihɛp
u.hɛt,i.hɛt,uhɛt,ihɛt
u.hɛk,i.hɛk,uhɛk,ihɛk
u.hɛb,i.hɛb,uhɛb,ihɛb
u.hɛd,i.hɛd,uhɛd,ihɛd
u.hɛg,i.hɛg,uhɛg,ihɛg
u.hɛf,i.hɛf,uhɛf,ihɛf
u.hɛs,i.hɛs,uhɛs,ihɛs
u.hɛv,i.hɛv,uhɛv,ihɛv
u.hɛz,i.hɛz,uhɛz,ihɛz
u.hɛʃ,i.hɛʃ,uhɛʃ,ihɛʃ
u.hɛʒ,i.hɛʒ,uhɛʒ,ihɛʒ
u.hɛθ,i.hɛθ,uhɛθ,ihɛθ
u.hɛð,i.hɛð,uhɛð,ihɛð
u.mʊm,i.mʊm,umʊm,imʊm
u.mʊn,i.mʊn,umʊn,imʊn
u.mʊŋ,i.mʊŋ,umʊŋ,imʊŋ
u.mʊp,i.mʊp,umʊp,imʊp
u.mʊt,i.mʊt,umʊt,imʊt
u.mʊk,i.mʊk,umʊk,imʊk
u.mʊb,i.mʊb,umʊb,imʊb
u.mʊd,i.mʊd,umʊd,imʊd
u.mʊg,i.mʊg,umʊg,imʊg
u.mʊf,i.mʊf,umʊf,imʊf
u.mʊs,i.mʊs,umʊs,imʊs
u.mʊv,i.mʊv,umʊv,imʊv
u.mʊz,i.mʊz,umʊz,imʊz
u.mʊʃ,i.mʊʃ,umʊʃ,imʊʃ
u.mʊʒ,i.mʊʒ,umʊʒ,imʊʒ
u.mʊθ,i.mʊθ,umʊθ,imʊθ
u.mʊð,i.mʊð,umʊð,imʊð
u.nʊm,i.nʊm,unʊm,inʊm
u.nʊn,i.nʊn,unʊn,inʊn
u.nʊŋ,i.nʊŋ,unʊŋ,inʊŋ
u.nʊp,i.nʊp,unʊp,inʊp
u.nʊt,i.nʊt,unʊt,inʊt
u.nʊk,i.nʊk,unʊk,inʊk
u.nʊb,i.nʊb,unʊb,inʊb
u.nʊd,i.nʊd,unʊd,inʊd
u.nʊg,i.nʊg,unʊg,inʊg
u.nʊf,i.nʊf,unʊf,inʊf
u.nʊs,i.nʊs,unʊs,inʊs
u.nʊv,i.nʊv,unʊv,inʊv
u.nʊz,i.nʊz,unʊz,inʊz
u.nʊʃ,i.nʊʃ,unʊʃ,inʊʃ
u.nʊʒ,i.nʊʒ,unʊʒ,inʊʒ
u.nʊθ,i.nʊθ,unʊθ,inʊθ
u.nʊð,i.nʊð,unʊð,inʊð
u.pʊm,i.pʊm,upʊm,ipʊm
u.pʊn,i.pʊn,upʊn,ipʊn
u.pʊŋ,i.pʊŋ,upʊŋ,ipʊŋ
u.pʊp,i.pʊp,upʊp,ipʊp
u.pʊt,i.pʊt,upʊt,ipʊt
u.pʊk,i.pʊk,upʊk,ipʊk
u.pʊb,i.pʊb,upʊb,ipʊb
u.pʊd,i.pʊd,upʊd,ipʊd
u.pʊg,i.pʊg,upʊg,ipʊg
u.pʊf,i.pʊf,upʊf,ipʊf
u.pʊs,i.pʊs,upʊs,ipʊs
u.pʊv,i.pʊv,upʊv,ipʊv
u.pʊz,i.pʊz,upʊz,ipʊz
u.pʊʃ,i.pʊʃ,upʊʃ,ipʊʃ
u.pʊʒ,i.pʊʒ,upʊʒ,ipʊʒ
u.pʊθ,i.pʊθ,upʊθ,ipʊθ
u.pʊð,i.pʊð,upʊð,ipʊð
u.tʊm,i.tʊm,utʊm,itʊm
u.tʊn,i.tʊn,utʊn,itʊn
u.tʊŋ,i.tʊŋ,utʊŋ,itʊŋ
u.tʊp,i.tʊp,utʊp,itʊp
u.tʊt,i.tʊt,utʊt,itʊt
u.tʊk,i.tʊk,utʊk,itʊk
u.tʊb,i.tʊb,utʊb,itʊb
u.tʊd,i.tʊd,utʊd,itʊd
u.tʊg,i.tʊg,utʊg,itʊg
u.tʊf,i.tʊf,utʊf,itʊf
u.tʊs,i.tʊs,utʊs,itʊs
u.tʊv,i.tʊv,utʊv,itʊv
u.tʊz,i.tʊz,utʊz,itʊz
u.tʊʃ,i.tʊʃ,utʊʃ,itʊʃ
u.tʊʒ,i.tʊʒ,utʊʒ,itʊʒ
u.tʊθ,i.tʊθ,utʊθ,itʊθ
u.tʊð,i.tʊð,utʊð,itʊð
u.kʊm,i.kʊm,ukʊm,ikʊm
u.kʊn,i.kʊn,ukʊn,ikʊn
u.kʊŋ,i.kʊŋ,ukʊŋ,ikʊŋ
u.kʊp,i.kʊp,ukʊp,ikʊp
u.kʊt,i.kʊt,ukʊt,ikʊt
u.kʊk,i.kʊk,ukʊk,ikʊk
u.kʊb,i.kʊb,ukʊb,ikʊb
u.kʊd,i.kʊd,ukʊd,ikʊd
u.kʊg,i.kʊg,ukʊg,ikʊg
u.kʊf,i.kʊf,ukʊf,ikʊf
u.kʊs,i.kʊs,ukʊs,ikʊs
u.kʊv,i.kʊv,ukʊv,ikʊv
u.kʊz,i.kʊz,ukʊz,ikʊz
u.kʊʃ,i.kʊʃ,ukʊʃ,ikʊʃ
u.kʊʒ,i.kʊʒ,ukʊʒ,ikʊʒ
u.kʊθ,i.kʊθ,ukʊθ,ikʊθ
u.kʊð,i.kʊð,ukʊð,ikʊð
u.bʊm,i.bʊm,ubʊm,ibʊm
u.bʊn,i.bʊn,ubʊn,ibʊn
u.bʊŋ,i.bʊŋ,ubʊŋ,ibʊŋ
u.bʊp,i.bʊp,ubʊp,ibʊp
u.bʊt,i.bʊt,ubʊt,ibʊt
u.bʊk,i.bʊk,ubʊk,ibʊk
u.bʊb,i.bʊb,ubʊb,ibʊb
u.bʊd,i.bʊd,ubʊd,ibʊd
u.bʊg,i.bʊg,ubʊg,ibʊg
u.bʊf,i.bʊf,ubʊf,ibʊf
u.bʊs,i.bʊs,ubʊs,ibʊs
u.bʊv,i.bʊv,ubʊv,ibʊv
u.bʊz,i.bʊz,ubʊz,ibʊz
u.bʊʃ,i.bʊʃ,ubʊʃ,ibʊʃ
u.bʊʒ,i.bʊʒ,ubʊʒ,ibʊʒ
u.bʊθ,i.bʊθ,ubʊθ,ibʊθ
u.bʊð,i.bʊð,ubʊð,ibʊð
u.dʊm,i.dʊm,udʊm,idʊm
u.dʊn,i.dʊn,udʊn,idʊn
u.dʊŋ,i.dʊŋ,udʊŋ,idʊŋ
u.dʊp,i.dʊp,udʊp,idʊp
u.dʊt,i.dʊt,udʊt,idʊt
u.dʊk,i.dʊk,udʊk,idʊk
u.dʊb,i.dʊb,udʊb,idʊb
u.dʊd,i.dʊd,udʊd,idʊd
u.dʊg,i.dʊg,udʊg,idʊg
u.dʊf,i.dʊf,udʊf,idʊf
u.dʊs,i.dʊs,udʊs,idʊs
u.dʊv,i.dʊv,udʊv,idʊv
u.dʊz,i.dʊz,udʊz,idʊz
u.dʊʃ,i.dʊʃ,udʊʃ,idʊʃ
u.dʊʒ,i.dʊʒ,udʊʒ,idʊʒ
u.dʊθ,i.dʊθ,udʊθ,idʊθ
u.dʊð,i.dʊð,udʊð,idʊð
u.gʊm,i.gʊm,ugʊm,igʊm
u.gʊn,i.gʊn,ugʊn,igʊn
u.gʊŋ,i.gʊŋ,ugʊŋ,igʊŋ
u.gʊp,i.gʊp,ugʊp,igʊp
u.gʊt,i.gʊt,ugʊt,igʊt
u.gʊk,i.gʊk,ugʊk,igʊk
u.gʊb,i.gʊb,ugʊb,igʊb
u.gʊd,i.gʊd,ugʊd,igʊd
u.gʊg,i.gʊg,ugʊg,igʊg
u.gʊf,i.gʊf,ugʊf,igʊf
u.gʊs,i.gʊs,ugʊs,igʊs
u.gʊv,i.gʊv,ugʊv,igʊv
u.gʊz,i.gʊz,ugʊz,igʊz
u.gʊʃ,i.gʊʃ,ugʊʃ,igʊʃ
u.gʊʒ,i.gʊʒ,ugʊʒ,igʊʒ
u.gʊθ,i.gʊθ,ugʊθ,igʊθ
u.gʊð,i.gʊð,ugʊð,igʊð
u.fʊm,i.fʊm,ufʊm,ifʊm
u.fʊn,i.fʊn,ufʊn,ifʊn
u.fʊŋ,i.fʊŋ,ufʊŋ,ifʊŋ
u.fʊp,i.fʊp,ufʊp,ifʊp
u.fʊt,i.fʊt,ufʊt,ifʊt
u.fʊk,i.fʊk,ufʊk,ifʊk
u.fʊb,i.fʊb,ufʊb,ifʊb
u.fʊd,i.fʊd,ufʊd,ifʊd
