ur_syll,sr_syll,ur_string,sr_string,ur_var,sr_var
u.ðɔð,u.ðɛð,uðɔð,uðɛð,uðɔð,uðɛð
u.hɔm,u.hɛm,uhɔm,uhɛm,uhɔm,uhɛm
u.hɔn,u.hɛn,uhɔn,uhɛn,uhɔn,uhɛn
u.hɔŋ,u.hɛŋ,uhɔŋ,uhɛŋ,uhɔŋ,uhɛŋ
u.hɔp,u.hɛp,uhɔp,uhɛp,uhɔp,uhɛp
u.hɔt,u.hɛt,uhɔt,uhɛt,uhɔt,uhɛt
u.hɔk,u.hɛk,uhɔk,uhɛk,uhɔk,uhɛk
u.hɔb,u.hɛb,uhɔb,uhɛb,uhɔb,uhɛb
u.hɔd,u.hɛd,uhɔd,uhɛd,uhɔd,uhɛd
u.hɔg,u.hɛg,uhɔg,uhɛg,uhɔg,uhɛg
u.hɔf,u.hɛf,uhɔf,uhɛf,uhɔf,uhɛf
u.hɔs,u.hɛs,uhɔs,uhɛs,uhɔs,uhɛs
u.hɔv,u.hɛv,uhɔv,uhɛv,uhɔv,uhɛv
u.hɔz,u.hɛz,uhɔz,uhɛz,uhɔz,uhɛz
u.hɔʃ,u.hɛʃ,uhɔʃ,uhɛʃ,uhɔʃ,uhɛʃ
u.hɔʒ,u.hɛʒ,uhɔʒ,uhɛʒ,uhɔʒ,uhɛʒ
u.hɔθ,u.hɛθ,uhɔθ,uhɛθ,uhɔθ,uhɛθ
u.hɔð,u.hɛð,uhɔð,uhɛð,uhɔð,uhɛð
o.mɪm,o.mʊm,omɪm,omʊm,oʊmɪm,oʊmʊm
o.mɪn,o.mʊn,omɪn,omʊn,oʊmɪn,oʊmʊn
o.mɪŋ,o.mʊŋ,omɪŋ,omʊŋ,oʊmɪŋ,oʊmʊŋ
o.mɪp,o.mʊp,omɪp,omʊp,oʊmɪp,oʊmʊp
o.mɪt,o.mʊt,omɪt,omʊt,oʊmɪt,oʊmʊt
o.mɪk,o.mʊk,omɪk,omʊk,oʊmɪk,oʊmʊk
o.mɪb,o.mʊb,omɪb,omʊb,oʊmɪb,oʊmʊb
o.mɪd,o.mʊd,omɪd,omʊd,oʊmɪd,oʊmʊd
o.mɪg,o.mʊg,omɪg,omʊg,oʊmɪg,oʊmʊg
o.mɪf,o.mʊf,omɪf,omʊf,oʊmɪf,oʊmʊf
o.mɪs,o.mʊs,omɪs,omʊs,oʊmɪs,oʊmʊs
o.mɪv,o.mʊv,omɪv,omʊv,oʊmɪv,oʊmʊv
o.mɪz,o.mʊz,omɪz,omʊz,oʊmɪz,oʊmʊz
o.mɪʃ,o.mʊʃ,omɪʃ,omʊʃ,oʊmɪʃ,oʊmʊʃ
o.mɪʒ,o.mʊʒ,omɪʒ,omʊʒ,oʊmɪʒ,oʊmʊʒ
o.mɪθ,o.mʊθ,omɪθ,omʊθ,oʊmɪθ,oʊmʊθ
o.mɪð,o.mʊð,omɪð,omʊð,oʊmɪð,oʊmʊð
o.nɪm,o.nʊm,onɪm,onʊm,oʊnɪm,oʊnʊm
o.nɪn,o.nʊn,onɪn,onʊn,oʊnɪn,oʊnʊn
o.nɪŋ,o.nʊŋ,onɪŋ,onʊŋ,oʊnɪŋ,oʊnʊŋ
o.nɪp,o.nʊp,onɪp,onʊp,oʊnɪp,oʊnʊp
o.nɪt,o.nʊt,onɪt,onʊt,oʊnɪt,oʊnʊt
o.nɪk,o.nʊk,onɪk,onʊk,oʊnɪk,oʊnʊk
o.nɪb,o.nʊb,onɪb,onʊb,oʊnɪb,oʊnʊb
o.nɪd,o.nʊd,onɪd,onʊd,oʊnɪd,oʊnʊd
o.nɪg,o.nʊg,onɪg,onʊg,oʊnɪg,oʊnʊg
o.nɪf,o.nʊf,onɪf,onʊf,oʊnɪf,oʊnʊf
o.nɪs,o.nʊs,onɪs,onʊs,oʊnɪs,oʊnʊs
o.nɪv,o.nʊv,onɪv,onʊv,oʊnɪv,oʊnʊv
o.nɪz,o.nʊz,onɪz,onʊz,oʊnɪz,oʊnʊz
o.nɪʃ,o.nʊʃ,onɪʃ,onʊʃ,oʊnɪʃ,oʊnʊʃ
o.nɪʒ,o.nʊʒ,onɪʒ,onʊʒ,oʊnɪʒ,oʊnʊʒ
o.nɪθ,o.nʊθ,onɪθ,onʊθ,oʊnɪθ,oʊnʊθ
o.nɪð,o.nʊð,onɪð,onʊð,oʊnɪð,oʊnʊð
o.pɪm,o.pʊm,opɪm,opʊm,oʊpɪm,oʊpʊm
o.pɪn,o.pʊn,opɪn,opʊn,oʊpɪn,oʊpʊn
o.pɪŋ,o.pʊŋ,opɪŋ,opʊŋ,oʊpɪŋ,oʊpʊŋ
o.pɪp,o.pʊp,opɪp,opʊp,oʊpɪp,oʊpʊp
o.pɪt,o.pʊt,opɪt,opʊt,oʊpɪt,oʊpʊt
o.pɪk,o.pʊk,opɪk,opʊk,oʊpɪk,oʊpʊk
o.pɪb,o.pʊb,opɪb,opʊb,oʊpɪb,oʊpʊb
o.pɪd,o.pʊd,opɪd,opʊd,oʊpɪd,oʊpʊd
o.pɪg,o.pʊg,opɪg,opʊg,oʊpɪg,oʊpʊg
o.pɪf,o.pʊf,opɪf,opʊf,oʊpɪf,oʊpʊf
o.pɪs,o.pʊs,opɪs,opʊs,oʊpɪs,oʊpʊs
o.pɪv,o.pʊv,opɪv,opʊv,oʊpɪv,oʊpʊv
o.pɪz,o.pʊz,opɪz,opʊz,oʊpɪz,oʊpʊz
o.pɪʃ,o.pʊʃ,opɪʃ,opʊʃ,oʊpɪʃ,oʊpʊʃ
o.pɪʒ,o.pʊʒ,opɪʒ,opʊʒ,oʊpɪʒ,oʊpʊʒ
o.pɪθ,o.pʊθ,opɪθ,opʊθ,oʊpɪθ,oʊpʊθ
o.pɪð,o.pʊð,opɪð,opʊð,oʊpɪð,oʊpʊð
o.tɪm,o.tʊm,otɪm,otʊm,oʊtɪm,oʊtʊm
o.tɪn,o.tʊn,otɪn,otʊn,oʊtɪn,oʊtʊn
o.tɪŋ,o.tʊŋ,otɪŋ,otʊŋ,oʊtɪŋ,oʊtʊŋ
o.tɪp,o.tʊp,otɪp,otʊp,oʊtɪp,oʊtʊp
o.tɪt,o.tʊt,otɪt,otʊt,oʊtɪt,oʊtʊt
o.tɪk,o.tʊk,otɪk,otʊk,oʊtɪk,oʊtʊk
o.tɪb,o.tʊb,otɪb,otʊb,oʊtɪb,oʊtʊb
o.tɪd,o.tʊd,otɪd,otʊd,oʊtɪd,oʊtʊd
o.tɪg,o.tʊg,otɪg,otʊg,oʊtɪg,oʊtʊg
o.tɪf,o.tʊf,otɪf,otʊf,oʊtɪf,oʊtʊf
o.tɪs,o.tʊs,otɪs,otʊs,oʊtɪs,oʊtʊs
o.tɪv,o.tʊv,otɪv,otʊv,oʊtɪv,oʊtʊv
o.tɪz,o.tʊz,otɪz,otʊz,oʊtɪz,oʊtʊz
o.tɪʃ,o.tʊʃ,otɪʃ,otʊʃ,oʊtɪʃ,oʊtʊʃ
o.tɪʒ,o.tʊʒ,otɪʒ,otʊʒ,oʊtɪʒ,oʊtʊʒ
o.tɪθ,o.tʊθ,otɪθ,otʊθ,oʊtɪθ,oʊtʊθ
o.tɪð,o.tʊð,otɪð,otʊð,oʊtɪð,oʊtʊð
o.kɪm,o.kʊm,okɪm,okʊm,oʊkɪm,oʊkʊm
o.kɪn,o.kʊn,okɪn,okʊn,oʊkɪn,oʊkʊn
o.kɪŋ,o.kʊŋ,okɪŋ,okʊŋ,oʊkɪŋ,oʊkʊŋ
o.kɪp,o.kʊp,okɪp,okʊp,oʊkɪp,oʊkʊp
o.kɪt,o.kʊt,okɪt,okʊt,oʊkɪt,oʊkʊt
o.kɪk,o.kʊk,okɪk,okʊk,oʊkɪk,oʊkʊk
o.kɪb,o.kʊb,okɪb,okʊb,oʊkɪb,oʊkʊb
o.kɪd,o.kʊd,okɪd,okʊd,oʊkɪd,oʊkʊd
o.kɪg,o.kʊg,okɪg,okʊg,oʊkɪg,oʊkʊg
o.kɪf,o.kʊf,okɪf,okʊf,oʊkɪf,oʊkʊf
o.kɪs,o.kʊs,okɪs,okʊs,oʊkɪs,oʊkʊs
o.kɪv,o.kʊv,okɪv,okʊv,oʊkɪv,oʊkʊv
o.kɪz,o.kʊz,okɪz,okʊz,oʊkɪz,oʊkʊz
o.kɪʃ,o.kʊʃ,okɪʃ,okʊʃ,oʊkɪʃ,oʊkʊʃ
o.kɪʒ,o.kʊʒ,okɪʒ,okʊʒ,oʊkɪʒ,oʊkʊʒ
o.kɪθ,o.kʊθ,okɪθ,okʊθ,oʊkɪθ,oʊkʊθ
o.kɪð,o.kʊð,okɪð,okʊð,oʊkɪð,oʊkʊð
o.bɪm,o.bʊm,obɪm,obʊm,oʊbɪm,oʊbʊm
o.bɪn,o.bʊn,obɪn,obʊn,oʊbɪn,oʊbʊn
o.bɪŋ,o.bʊŋ,obɪŋ,obʊŋ,oʊbɪŋ,oʊbʊŋ
o.bɪp,o.bʊp,obɪp,obʊp,oʊbɪp,oʊbʊp
o.bɪt,o.bʊt,obɪt,obʊt,oʊbɪt,oʊbʊt
o.bɪk,o.bʊk,obɪk,obʊk,oʊbɪk,oʊbʊk
o.bɪb,o.bʊb,obɪb,obʊb,oʊbɪb,oʊbʊb
o.bɪd,o.bʊd,obɪd,obʊd,oʊbɪd,oʊbʊd
o.bɪg,o.bʊg,obɪg,obʊg,oʊbɪg,oʊbʊg
o.bɪf,o.bʊf,obɪf,obʊf,oʊbɪf,oʊbʊf
o.bɪs,o.bʊs,obɪs,obʊs,oʊbɪs,oʊbʊs
o.bɪv,o.bʊv,obɪv,obʊv,oʊbɪv,oʊbʊv
o.bɪz,o.bʊz,obɪz,obʊz,oʊbɪz,oʊbʊz
o.bɪʃ,o.bʊʃ,obɪʃ,obʊʃ,oʊbɪʃ,oʊbʊʃ
o.bɪʒ,o.bʊʒ,obɪʒ,obʊʒ,oʊbɪʒ,oʊbʊʒ
o.bɪθ,o.bʊθ,obɪθ,obʊθ,oʊbɪθ,oʊbʊθ
o.bɪð,o.bʊð,obɪð,obʊð,oʊbɪð,oʊbʊð
o.dɪm,o.dʊm,odɪm,odʊm,oʊdɪm,oʊdʊm
o.dɪn,o.dʊn,odɪn,odʊn,oʊdɪn,oʊdʊn
o.dɪŋ,o.dʊŋ,odɪŋ,odʊŋ,oʊdɪŋ,oʊdʊŋ
o.dɪp,o.dʊp,odɪp,odʊp,oʊdɪp,oʊdʊp
o.dɪt,o.dʊt,odɪt,odʊt,oʊdɪt,oʊdʊt
o.dɪk,o.dʊk,odɪk,odʊk,oʊdɪk,oʊdʊk
o.dɪb,o.dʊb,odɪb,odʊb,oʊdɪb,oʊdʊb
o.dɪd,o.dʊd,odɪd,odʊd,oʊdɪd,oʊdʊd
o.dɪg,o.dʊg,odɪg,odʊg,oʊdɪg,oʊdʊg
o.dɪf,o.dʊf,odɪf,odʊf,oʊdɪf,oʊdʊf
o.dɪs,o.dʊs,odɪs,odʊs,oʊdɪs,oʊdʊs
o.dɪv,o.dʊv,odɪv,odʊv,oʊdɪv,oʊdʊv
o.dɪz,o.dʊz,odɪz,odʊz,oʊdɪz,oʊdʊz
o.dɪʃ,o.dʊʃ,odɪʃ,odʊʃ,oʊdɪʃ,oʊdʊʃ
o.dɪʒ,o.dʊʒ,odɪʒ,odʊʒ,oʊdɪʒ,oʊdʊʒ
o.dɪθ,o.dʊθ,odɪθ,odʊθ,oʊdɪθ,oʊdʊθ
o.dɪð,o.dʊð,odɪð,odʊð,oʊdɪð,oʊdʊð
o.gɪm,o.gʊm,ogɪm,ogʊm,oʊgɪm,oʊgʊm
o.gɪn,o.gʊn,ogɪn,ogʊn,oʊgɪn,oʊgʊn
o.gɪŋ,o.gʊŋ,ogɪŋ,ogʊŋ,oʊgɪŋ,oʊgʊŋ
o.gɪp,o.gʊp,ogɪp,ogʊp,oʊgɪp,oʊgʊp
o.gɪt,o.gʊt,ogɪt,ogʊt,oʊgɪt,oʊgʊt
o.gɪk,o.gʊk,ogɪk,ogʊk,oʊgɪk,oʊgʊk
o.gɪb,o.gʊb,ogɪb,ogʊb,oʊgɪb,oʊgʊb
o.gɪd,o.gʊd,ogɪd,ogʊd,oʊgɪd,oʊgʊd
o.gɪg,o.gʊg,ogɪg,ogʊg,oʊgɪg,oʊgʊg
o.gɪf,o.gʊf,ogɪf,ogʊf,oʊgɪf,oʊgʊf
o.gɪs,o.gʊs,ogɪs,ogʊs,oʊgɪs,oʊgʊs
o.gɪv,o.gʊv,ogɪv,ogʊv,oʊgɪv,oʊgʊv
o.gɪz,o.gʊz,ogɪz,ogʊz,oʊgɪz,oʊgʊz
o.gɪʃ,o.gʊʃ,ogɪʃ,ogʊʃ,oʊgɪʃ,oʊgʊʃ
o.gɪʒ,o.gʊʒ,ogɪʒ,ogʊʒ,oʊgɪʒ,oʊgʊʒ
o.gɪθ,o.gʊθ,ogɪθ,ogʊθ,oʊgɪθ,oʊgʊθ
o.gɪð,o.gʊð,ogɪð,ogʊð,oʊgɪð,oʊgʊð
o.fɪm,o.fʊm,ofɪm,ofʊm,oʊfɪm,oʊfʊm
o.fɪn,o.fʊn,ofɪn,ofʊn,oʊfɪn,oʊfʊn
o.fɪŋ,o.fʊŋ,ofɪŋ,ofʊŋ,oʊfɪŋ,oʊfʊŋ
o.fɪp,o.fʊp,ofɪp,ofʊp,oʊfɪp,oʊfʊp
o.fɪt,o.fʊt,ofɪt,ofʊt,oʊfɪt,oʊfʊt
o.fɪk,o.fʊk,ofɪk,ofʊk,oʊfɪk,oʊfʊk
o.fɪb,o.fʊb,ofɪb,ofʊb,oʊfɪb,oʊfʊb
o.fɪd,o.fʊd,ofɪd,ofʊd,oʊfɪd,oʊfʊd
o.fɪg,o.fʊg,ofɪg,ofʊg,oʊfɪg,oʊfʊg
o.fɪf,o.fʊf,ofɪf,ofʊf,oʊfɪf,oʊfʊf
o.fɪs,o.fʊs,ofɪs,ofʊs,oʊfɪs,oʊfʊs
o.fɪv,o.fʊv,ofɪv,ofʊv,oʊfɪv,oʊfʊv
o.fɪz,o.fʊz,ofɪz,ofʊz,oʊfɪz,oʊfʊz
o.fɪʃ,o.fʊʃ,ofɪʃ,ofʊʃ,oʊfɪʃ,oʊfʊʃ
o.fɪʒ,o.fʊʒ,ofɪʒ,ofʊʒ,oʊfɪʒ,oʊfʊʒ
o.fɪθ,o.fʊθ,ofɪθ,ofʊθ,oʊfɪθ,oʊfʊθ
o.fɪð,o.fʊð,ofɪð,ofʊð,oʊfɪð,oʊfʊð
o.sɪm,o.sʊm,osɪm,osʊm,oʊsɪm,oʊsʊm
o.sɪn,o.sʊn,osɪn,osʊn,oʊsɪn,oʊsʊn
o.sɪŋ,o.sʊŋ,osɪŋ,osʊŋ,oʊsɪŋ,oʊsʊŋ
o.sɪp,o.sʊp,osɪp,osʊp,oʊsɪp,oʊsʊp
o.sɪt,o.sʊt,osɪt,osʊt,oʊsɪt,oʊsʊt
o.sɪk,o.sʊk,osɪk,osʊk,oʊsɪk,oʊsʊk
o.sɪb,o.sʊb,osɪb,osʊb,oʊsɪb,oʊsʊb
o.sɪd,o.sʊd,osɪd,osʊd,oʊsɪd,oʊsʊd
o.sɪg,o.sʊg,osɪg,osʊg,oʊsɪg,oʊsʊg
o.sɪf,o.sʊf,osɪf,osʊf,oʊsɪf,oʊsʊf
o.sɪs,o.sʊs,osɪs,osʊs,oʊsɪs,oʊsʊs
o.sɪv,o.sʊv,osɪv,osʊv,oʊsɪv,oʊsʊv
o.sɪz,o.sʊz,osɪz,osʊz,oʊsɪz,oʊsʊz
o.sɪʃ,o.sʊʃ,osɪʃ,osʊʃ,oʊsɪʃ,oʊsʊʃ
o.sɪʒ,o.sʊʒ,osɪʒ,osʊʒ,oʊsɪʒ,oʊsʊʒ
o.sɪθ,o.sʊθ,osɪθ,osʊθ,oʊsɪθ,oʊsʊθ
o.sɪð,o.sʊð,osɪð,osʊð,oʊsɪð,oʊsʊð
o.vɪm,o.vʊm,ovɪm,ovʊm,oʊvɪm,oʊvʊm
o.vɪn,o.vʊn,ovɪn,ovʊn,oʊvɪn,oʊvʊn
o.vɪŋ,o.vʊŋ,ovɪŋ,ovʊŋ,oʊvɪŋ,oʊvʊŋ
o.vɪp,o.vʊp,ovɪp,ovʊp,oʊvɪp,oʊvʊp
o.vɪt,o.vʊt,ovɪt,ovʊt,oʊvɪt,oʊvʊt
o.vɪk,o.vʊk,ovɪk,ovʊk,oʊvɪk,oʊvʊk
o.vɪb,o.vʊb,ovɪb,ovʊb,oʊvɪb,oʊvʊb
o.vɪd,o.vʊd,ovɪd,ovʊd,oʊvɪd,oʊvʊd
o.vɪg,o.vʊg,ovɪg,ovʊg,oʊvɪg,oʊvʊg
o.vɪf,o.vʊf,ovɪf,ovʊf,oʊvɪf,oʊvʊf
o.vɪs,o.vʊs,ovɪs,ovʊs,oʊvɪs,oʊvʊs
o.vɪv,o.vʊv,ovɪv,ovʊv,oʊvɪv,oʊvʊv
o.vɪz,o.vʊz,ovɪz,ovʊz,oʊvɪz,oʊvʊz
o.vɪʃ,o.vʊʃ,ovɪʃ,ovʊʃ,oʊvɪʃ,oʊvʊʃ
o.vɪʒ,o.vʊʒ,ovɪʒ,ovʊʒ,oʊvɪʒ,oʊvʊʒ
o.vɪθ,o.vʊθ,ovɪθ,ovʊθ,oʊvɪθ,oʊvʊθ
o.vɪð,o.vʊð,ovɪð,ovʊð,oʊvɪð,oʊvʊð
o.zɪm,o.zʊm,ozɪm,ozʊm,oʊzɪm,oʊzʊm
o.zɪn,o.zʊn,ozɪn,ozʊn,oʊzɪn,oʊzʊn
o.zɪŋ,o.zʊŋ,ozɪŋ,ozʊŋ,oʊzɪŋ,oʊzʊŋ
o.zɪp,o.zʊp,ozɪp,ozʊp,oʊzɪp,oʊzʊp
o.zɪt,o.zʊt,ozɪt,ozʊt,oʊzɪt,oʊzʊt
o.zɪk,o.zʊk,ozɪk,ozʊk,oʊzɪk,oʊzʊk
o.zɪb,o.zʊb,ozɪb,ozʊb,oʊzɪb,oʊzʊb
o.zɪd,o.zʊd,ozɪd,ozʊd,oʊzɪd,oʊzʊd
o.zɪg,o.zʊg,ozɪg,ozʊg,oʊzɪg,oʊzʊg
o.zɪf,o.zʊf,ozɪf,ozʊf,oʊzɪf,oʊzʊf
o.zɪs,o.zʊs,ozɪs,ozʊs,oʊzɪs,oʊzʊs
o.zɪv,o.zʊv,ozɪv,ozʊv,oʊzɪv,oʊzʊv
o.zɪz,o.zʊz,ozɪz,ozʊz,oʊzɪz,oʊzʊz
o.zɪʃ,o.zʊʃ,ozɪʃ,ozʊʃ,oʊzɪʃ,oʊzʊʃ
o.zɪʒ,o.zʊʒ,ozɪʒ,ozʊʒ,oʊzɪʒ,oʊzʊʒ
o.zɪθ,o.zʊθ,ozɪθ,ozʊθ,oʊzɪθ,oʊzʊθ
o.zɪð,o.zʊð,ozɪð,ozʊð,oʊzɪð,oʊzʊð
o.ʃɪm,o.ʃʊm,oʃɪm,oʃʊm,oʊʃɪm,oʊʃʊm
o.ʃɪn,o.ʃʊn,oʃɪn,oʃʊn,oʊʃɪn,oʊʃʊn
o.ʃɪŋ,o.ʃʊŋ,oʃɪŋ,oʃʊŋ,oʊʃɪŋ,oʊʃʊŋ
o.ʃɪp,o.ʃʊp,oʃɪp,oʃʊp,oʊʃɪp,oʊʃʊp
o.ʃɪt,o.ʃʊt,oʃɪt,oʃʊt,oʊʃɪt,oʊʃʊt
o.ʃɪk,o.ʃʊk,oʃɪk,oʃʊk,oʊʃɪk,oʊʃʊk
o.ʃɪb,o.ʃʊb,oʃɪb,oʃʊb,oʊʃɪb,oʊʃʊb
o.ʃɪd,o.ʃʊd,oʃɪd,oʃʊd,oʊʃɪd,oʊʃʊd
o.ʃɪg,o.ʃʊg,oʃɪg,oʃʊg,oʊʃɪg,oʊʃʊg
o.ʃɪf,o.ʃʊf,oʃɪf,oʃʊf,oʊʃɪf,oʊʃʊf
o.ʃɪs,o.ʃʊs,oʃɪs,oʃʊs,oʊʃɪs,oʊʃʊs
o.ʃɪv,o.ʃʊv,oʃɪv,oʃʊv,oʊʃɪv,oʊʃʊv
o.ʃɪz,o.ʃʊz,oʃɪz,oʃʊz,oʊʃɪz,oʊʃʊz
o.ʃɪʃ,o.ʃʊʃ,oʃɪʃ,oʃʊʃ,oʊʃɪʃ,oʊʃʊʃ
o.ʃɪʒ,o.ʃʊʒ,oʃɪʒ,oʃʊʒ,oʊʃɪʒ,oʊʃʊʒ
o.ʃɪθ,o.ʃʊθ,oʃɪθ,oʃʊθ,oʊʃɪθ,oʊʃʊθ
o.ʃɪð,o.ʃʊð,oʃɪð,oʃʊð,oʊʃɪð,oʊʃʊð
o.ʒɪm,o.ʒʊm,oʒɪm,oʒʊm,oʊʒɪm,oʊʒʊm
o.ʒɪn,o.ʒʊn,oʒɪn,oʒʊn,oʊʒɪn,oʊʒʊn
o.ʒɪŋ,o.ʒʊŋ,oʒɪŋ,oʒʊŋ,oʊʒɪŋ,oʊʒʊŋ
o.ʒɪp,o.ʒʊp,oʒɪp,oʒʊp,oʊʒɪp,oʊʒʊp
o.ʒɪt,o.ʒʊt,oʒɪt,oʒʊt,oʊʒɪt,oʊʒʊt
o.ʒɪk,o.ʒʊk,oʒɪk,oʒʊk,oʊʒɪk,oʊʒʊk
o.ʒɪb,o.ʒʊb,oʒɪb,oʒʊb,oʊʒɪb,oʊʒʊb
o.ʒɪd,o.ʒʊd,oʒɪd,oʒʊd,oʊʒɪd,oʊʒʊd
o.ʒɪg,o.ʒʊg,oʒɪg,oʒʊg,oʊʒɪg,oʊʒʊg
o.ʒɪf,o.ʒʊf,oʒɪf,oʒʊf,oʊʒɪf,oʊʒʊf
o.ʒɪs,o.ʒʊs,oʒɪs,oʒʊs,oʊʒɪs,oʊʒʊs
o.ʒɪv,o.ʒʊv,oʒɪv,oʒʊv,oʊʒɪv,oʊʒʊv
o.ʒɪz,o.ʒʊz,oʒɪz,oʒʊz,oʊʒɪz,oʊʒʊz
o.ʒɪʃ,o.ʒʊʃ,oʒɪʃ,oʒʊʃ,oʊʒɪʃ,oʊʒʊʃ
o.ʒɪʒ,o.ʒʊʒ,oʒɪʒ,oʒʊʒ,oʊʒɪʒ,oʊʒʊʒ
o.ʒɪθ,o.ʒʊθ,oʒɪθ,oʒʊθ,oʊʒɪθ,oʊʒʊθ
o.ʒɪð,o.ʒʊð,oʒɪð,oʒʊð,oʊʒɪð,oʊʒʊð
o.θɪm,o.θʊm,oθɪm,oθʊm,oʊθɪm,oʊθʊm
o.θɪn,o.θʊn,oθɪn,oθʊn,oʊθɪn,oʊθʊn
o.θɪŋ,o.θʊŋ,oθɪŋ,oθʊŋ,oʊθɪŋ,oʊθʊŋ
o.θɪp,o.θʊp,oθɪp,oθʊp,oʊθɪp,oʊθʊp
o.θɪt,o.θʊt,oθɪt,oθʊt,oʊθɪt,oʊθʊt
o.θɪk,o.θʊk,oθɪk,oθʊk,oʊθɪk,oʊθʊk
o.θɪb,o.θʊb,oθɪb,oθʊb,oʊθɪb,oʊθʊb
o.θɪd,o.θʊd,oθɪd,oθʊd,oʊθɪd,oʊθʊd
o.θɪg,o.θʊg,oθɪg,oθʊg,oʊθɪg,oʊθʊg
o.θɪf,o.θʊf,oθɪf,oθʊf,oʊθɪf,oʊθʊf
o.θɪs,o.θʊs,oθɪs,oθʊs,oʊθɪs,oʊθʊs
o.θɪv,o.θʊv,oθɪv,oθʊv,oʊθɪv,oʊθʊv
o.θɪz,o.θʊz,oθɪz,oθʊz,oʊθɪz,oʊθʊz
o.θɪʃ,o.θʊʃ,oθɪʃ,oθʊʃ,oʊθɪʃ,oʊθʊʃ
o.θɪʒ,o.θʊʒ,oθɪʒ,oθʊʒ,oʊθɪʒ,oʊθʊʒ
o.θɪθ,o.θʊθ,oθɪθ,oθʊθ,oʊθɪθ,oʊθʊθ
o.θɪð,o.θʊð,oθɪð,oθʊð,oʊθɪð,oʊθʊð
o.ðɪm,o.ðʊm,oðɪm,oðʊm,oʊðɪm,oʊðʊm
o.ðɪn,o.ðʊn,oðɪn,oðʊn,oʊðɪn,oʊðʊn
o.ðɪŋ,o.ðʊŋ,oðɪŋ,oðʊŋ,oʊðɪŋ,oʊðʊŋ
o.ðɪp,o.ðʊp,oðɪp,oðʊp,oʊðɪp,oʊðʊp
o.ðɪt,o.ðʊt,oðɪt,oðʊt,oʊðɪt,oʊðʊt
o.ðɪk,o.ðʊk,oðɪk,oðʊk,oʊðɪk,oʊðʊk
o.ðɪb,o.ðʊb,oðɪb,oðʊb,oʊðɪb,oʊðʊb
o.ðɪd,o.ðʊd,oðɪd,oðʊd,oʊðɪd,oʊðʊd
o.ðɪg,o.ðʊg,oðɪg,oðʊg,oʊðɪg,oʊðʊg
o.ðɪf,o.ðʊf,oðɪf,oðʊf,oʊðɪf,oʊðʊf
o.ðɪs,o.ðʊs,oðɪs,oðʊs,oʊðɪs,oʊðʊs
o.ðɪv,o.ðʊv,oðɪv,oðʊv,oʊðɪv,oʊðʊv
o.ðɪz,o.ðʊz,oðɪz,oðʊz,oʊðɪz,oʊðʊz
o.ðɪʃ,o.ðʊʃ,oðɪʃ,oðʊʃ,oʊðɪʃ,oʊðʊʃ
o.ðɪʒ,o.ðʊʒ,oðɪʒ,oðʊʒ,oʊðɪʒ,oʊðʊʒ
o.ðɪθ,o.ðʊθ,oðɪθ,oðʊθ,oʊðɪθ,oʊðʊθ
o.ðɪð,o.ðʊð,oðɪð,oðʊð,oʊðɪð,oʊðʊð
o.hɪm,o.hʊm,ohɪm,ohʊm,oʊhɪm,oʊhʊm
o.hɪn,o.hʊn,ohɪn,ohʊn,oʊhɪn,oʊhʊn
o.hɪŋ,o.hʊŋ,ohɪŋ,ohʊŋ,oʊhɪŋ,oʊhʊŋ
o.hɪp,o.hʊp,ohɪp,ohʊp,oʊhɪp,oʊhʊp
o.hɪt,o.hʊt,ohɪt,ohʊt,oʊhɪt,oʊhʊt
o.hɪk,o.hʊk,ohɪk,ohʊk,oʊhɪk,oʊhʊk
o.hɪb,o.hʊb,ohɪb,ohʊb,oʊhɪb,oʊhʊb
o.hɪd,o.hʊd,ohɪd,ohʊd,oʊhɪd,oʊhʊd
o.hɪg,o.hʊg,ohɪg,ohʊg,oʊhɪg,oʊhʊg
o.hɪf,o.hʊf,ohɪf,ohʊf,oʊhɪf,oʊhʊf
o.hɪs,o.hʊs,ohɪs,ohʊs,oʊhɪs,oʊhʊs
o.hɪv,o.hʊv,ohɪv,ohʊv,oʊhɪv,oʊhʊv
o.hɪz,o.hʊz,ohɪz,ohʊz,oʊhɪz,oʊhʊz
o.hɪʃ,o.hʊʃ,ohɪʃ,ohʊʃ,oʊhɪʃ,oʊhʊʃ
o.hɪʒ,o.hʊʒ,ohɪʒ,ohʊʒ,oʊhɪʒ,oʊhʊʒ
o.hɪθ,o.hʊθ,ohɪθ,ohʊθ,oʊhɪθ,oʊhʊθ
o.hɪð,o.hʊð,ohɪð,ohʊð,oʊhɪð,oʊhʊð
o.mɛm,o.mɔm,omɛm,omɔm,oʊmɛm,oʊmɔm
o.mɛn,o.mɔn,omɛn,omɔn,oʊmɛn,oʊmɔn
o.mɛŋ,o.mɔŋ,omɛŋ,omɔŋ,oʊmɛŋ,oʊmɔŋ
o.mɛp,o.mɔp,omɛp,omɔp,oʊmɛp,oʊmɔp
o.mɛt,o.mɔt,omɛt,omɔt,oʊmɛt,oʊmɔt
o.mɛk,o.mɔk,omɛk,omɔk,oʊmɛk,oʊmɔk
o.mɛb,o.mɔb,omɛb,omɔb,oʊmɛb,oʊmɔb
o.mɛd,o.mɔd,omɛd,omɔd,oʊmɛd,oʊmɔd
