ur_syll,sr_syll,ur_string,sr_string,ur_var,sr_var
o.ʃɔt,e.ʃɔt,oʃɔt,eʃɔt,oʊʃɔt,eɪʃɔt
o.ʃɔk,e.ʃɔk,oʃɔk,eʃɔk,oʊʃɔk,eɪʃɔk
o.ʃɔb,e.ʃɔb,oʃɔb,eʃɔb,oʊʃɔb,eɪʃɔb
o.ʃɔd,e.ʃɔd,oʃɔd,eʃɔd,oʊʃɔd,eɪʃɔd
o.ʃɔg,e.ʃɔg,oʃɔg,eʃɔg,oʊʃɔg,eɪʃɔg
o.ʃɔf,e.ʃɔf,oʃɔf,eʃɔf,oʊʃɔf,eɪʃɔf
o.ʃɔs,e.ʃɔs,oʃɔs,eʃɔs,oʊʃɔs,eɪʃɔs
o.ʃɔv,e.ʃɔv,oʃɔv,eʃɔv,oʊʃɔv,eɪʃɔv
o.ʃɔz,e.ʃɔz,oʃɔz,eʃɔz,oʊʃɔz,eɪʃɔz
o.ʃɔʃ,e.ʃɔʃ,oʃɔʃ,eʃɔʃ,oʊʃɔʃ,eɪʃɔʃ
o.ʃɔʒ,e.ʃɔʒ,oʃɔʒ,eʃɔʒ,oʊʃɔʒ,eɪʃɔʒ
o.ʃɔθ,e.ʃɔθ,oʃɔθ,eʃɔθ,oʊʃɔθ,eɪʃɔθ
o.ʃɔð,e.ʃɔð,oʃɔð,eʃɔð,oʊʃɔð,eɪʃɔð
o.ʒɔm,e.ʒɔm,oʒɔm,eʒɔm,oʊʒɔm,eɪʒɔm
o.ʒɔn,e.ʒɔn,oʒɔn,eʒɔn,oʊʒɔn,eɪʒɔn
o.ʒɔŋ,e.ʒɔŋ,oʒɔŋ,eʒɔŋ,oʊʒɔŋ,eɪʒɔŋ
o.ʒɔp,e.ʒɔp,oʒɔp,eʒɔp,oʊʒɔp,eɪʒɔp
o.ʒɔt,e.ʒɔt,oʒɔt,eʒɔt,oʊʒɔt,eɪʒɔt
o.ʒɔk,e.ʒɔk,oʒɔk,eʒɔk,oʊʒɔk,eɪʒɔk
o.ʒɔb,e.ʒɔb,oʒɔb,eʒɔb,oʊʒɔb,eɪʒɔb
o.ʒɔd,e.ʒɔd,oʒɔd,eʒɔd,oʊʒɔd,eɪʒɔd
o.ʒɔg,e.ʒɔg,oʒɔg,eʒɔg,oʊʒɔg,eɪʒɔg
o.ʒɔf,e.ʒɔf,oʒɔf,eʒɔf,oʊʒɔf,eɪʒɔf
o.ʒɔs,e.ʒɔs,oʒɔs,eʒɔs,oʊʒɔs,eɪʒɔs
o.ʒɔv,e.ʒɔv,oʒɔv,eʒɔv,oʊʒɔv,eɪʒɔv
o.ʒɔz,e.ʒɔz,oʒɔz,eʒɔz,oʊʒɔz,eɪʒɔz
o.ʒɔʃ,e.ʒɔʃ,oʒɔʃ,eʒɔʃ,oʊʒɔʃ,eɪʒɔʃ
o.ʒɔʒ,e.ʒɔʒ,oʒɔʒ,eʒɔʒ,oʊʒɔʒ,eɪʒɔʒ
o.ʒɔθ,e.ʒɔθ,oʒɔθ,eʒɔθ,oʊʒɔθ,eɪʒɔθ
o.ʒɔð,e.ʒɔð,oʒɔð,eʒɔð,oʊʒɔð,eɪʒɔð
o.θɔm,e.θɔm,oθɔm,eθɔm,oʊθɔm,eɪθɔm
o.θɔn,e.θɔn,oθɔn,eθɔn,oʊθɔn,eɪθɔn
o.θɔŋ,e.θɔŋ,oθɔŋ,eθɔŋ,oʊθɔŋ,eɪθɔŋ
o.θɔp,e.θɔp,oθɔp,eθɔp,oʊθɔp,eɪθɔp
o.θɔt,e.θɔt,oθɔt,eθɔt,oʊθɔt,eɪθɔt
o.θɔk,e.θɔk,oθɔk,eθɔk,oʊθɔk,eɪθɔk
o.θɔb,e.θɔb,oθɔb,eθɔb,oʊθɔb,eɪθɔb
o.θɔd,e.θɔd,oθɔd,eθɔd,oʊθɔd,eɪθɔd
o.θɔg,e.θɔg,oθɔg,eθɔg,oʊθɔg,eɪθɔg
o.θɔf,e.θɔf,oθɔf,eθɔf,oʊθɔf,eɪθɔf
o.θɔs,e.θɔs,oθɔs,eθɔs,oʊθɔs,eɪθɔs
o.θɔv,e.θɔv,oθɔv,eθɔv,oʊθɔv,eɪθɔv
o.θɔz,e.θɔz,oθɔz,eθɔz,oʊθɔz,eɪθɔz
o.θɔʃ,e.θɔʃ,oθɔʃ,eθɔʃ,oʊθɔʃ,eɪθɔʃ
o.θɔʒ,e.θɔʒ,oθɔʒ,eθɔʒ,oʊθɔʒ,eɪθɔʒ
o.θɔθ,e.θɔθ,oθɔθ,eθɔθ,oʊθɔθ,eɪθɔθ
o.θɔð,e.θɔð,oθɔð,eθɔð,oʊθɔð,eɪθɔð
o.ðɔm,e.ðɔm,oðɔm,eðɔm,oʊðɔm,eɪðɔm
o.ðɔn,e.ðɔn,oðɔn,eðɔn,oʊðɔn,eɪðɔn
o.ðɔŋ,e.ðɔŋ,oðɔŋ,eðɔŋ,oʊðɔŋ,eɪðɔŋ
o.ðɔp,e.ðɔp,oðɔp,eðɔp,oʊðɔp,eɪðɔp
o.ðɔt,e.ðɔt,oðɔt,eðɔt,oʊðɔt,eɪðɔt
o.ðɔk,e.ðɔk,oðɔk,eðɔk,oʊðɔk,eɪðɔk
o.ðɔb,e.ðɔb,oðɔb,eðɔb,oʊðɔb,eɪðɔb
o.ðɔd,e.ðɔd,oðɔd,eðɔd,oʊðɔd,eɪðɔd
o.ðɔg,e.ðɔg,oðɔg,eðɔg,oʊðɔg,eɪðɔg
o.ðɔf,e.ðɔf,oðɔf,eðɔf,oʊðɔf,eɪðɔf
o.ðɔs,e.ðɔs,oðɔs,eðɔs,oʊðɔs,eɪðɔs
o.ðɔv,e.ðɔv,oðɔv,eðɔv,oʊðɔv,eɪðɔv
o.ðɔz,e.ðɔz,oðɔz,eðɔz,oʊðɔz,eɪðɔz
o.ðɔʃ,e.ðɔʃ,oðɔʃ,eðɔʃ,oʊðɔʃ,eɪðɔʃ
o.ðɔʒ,e.ðɔʒ,oðɔʒ,eðɔʒ,oʊðɔʒ,eɪðɔʒ
o.ðɔθ,e.ðɔθ,oðɔθ,eðɔθ,oʊðɔθ,eɪðɔθ
o.ðɔð,e.ðɔð,oðɔð,eðɔð,oʊðɔð,eɪðɔð
o.hɔm,e.hɔm,ohɔm,ehɔm,oʊhɔm,eɪhɔm
o.hɔn,e.hɔn,ohɔn,ehɔn,oʊhɔn,eɪhɔn
o.hɔŋ,e.hɔŋ,ohɔŋ,ehɔŋ,oʊhɔŋ,eɪhɔŋ
o.hɔp,e.hɔp,ohɔp,ehɔp,oʊhɔp,eɪhɔp
o.hɔt,e.hɔt,ohɔt,ehɔt,oʊhɔt,eɪhɔt
o.hɔk,e.hɔk,ohɔk,ehɔk,oʊhɔk,eɪhɔk
o.hɔb,e.hɔb,ohɔb,ehɔb,oʊhɔb,eɪhɔb
o.hɔd,e.hɔd,ohɔd,ehɔd,oʊhɔd,eɪhɔd
o.hɔg,e.hɔg,ohɔg,ehɔg,oʊhɔg,eɪhɔg
o.hɔf,e.hɔf,ohɔf,ehɔf,oʊhɔf,eɪhɔf
o.hɔs,e.hɔs,ohɔs,ehɔs,oʊhɔs,eɪhɔs
o.hɔv,e.hɔv,ohɔv,ehɔv,oʊhɔv,eɪhɔv
o.hɔz,e.hɔz,ohɔz,ehɔz,oʊhɔz,eɪhɔz
o.hɔʃ,e.hɔʃ,ohɔʃ,ehɔʃ,oʊhɔʃ,eɪhɔʃ
o.hɔʒ,e.hɔʒ,ohɔʒ,ehɔʒ,oʊhɔʒ,eɪhɔʒ
o.hɔθ,e.hɔθ,ohɔθ,ehɔθ,oʊhɔθ,eɪhɔθ
o.hɔð,e.hɔð,ohɔð,ehɔð,oʊhɔð,eɪhɔð
mi.mi,mu.mi,mimi,mumi,mimi,mumi
mi.ni,mu.ni,mini,muni,mini,muni
mi.pi,mu.pi,mipi,mupi,mipi,mupi
mi.ti,mu.ti,miti,muti,miti,muti
mi.ki,mu.ki,miki,muki,miki,muki
mi.bi,mu.bi,mibi,mubi,mibi,mubi
mi.di,mu.di,midi,mudi,midi,mudi
mi.gi,mu.gi,migi,mugi,migi,mugi
mi.fi,mu.fi,mifi,mufi,mifi,mufi
mi.si,mu.si,misi,musi,misi,musi
mi.vi,mu.vi,mivi,muvi,mivi,muvi
mi.zi,mu.zi,mizi,muzi,mizi,muzi
mi.ʃi,mu.ʃi,miʃi,muʃi,miʃi,muʃi
mi.ʒi,mu.ʒi,miʒi,muʒi,miʒi,muʒi
mi.θi,mu.θi,miθi,muθi,miθi,muθi
mi.ði,mu.ði,miði,muði,miði,muði
mi.hi,mu.hi,mihi,muhi,mihi,muhi
mi.me,mu.me,mime,mume,mimeɪ,mumeɪ
mi.ne,mu.ne,mine,mune,mineɪ,muneɪ
mi.pe,mu.pe,mipe,mupe,mipeɪ,mupeɪ
mi.te,mu.te,mite,mute,miteɪ,muteɪ
mi.ke,mu.ke,mike,muke,mikeɪ,mukeɪ
mi.be,mu.be,mibe,mube,mibeɪ,mubeɪ
mi.de,mu.de,mide,mude,mideɪ,mudeɪ
mi.ge,mu.ge,mige,muge,migeɪ,mugeɪ
mi.fe,mu.fe,mife,mufe,mifeɪ,mufeɪ
mi.se,mu.se,mise,muse,miseɪ,museɪ
mi.ve,mu.ve,mive,muve,miveɪ,muveɪ
mi.ze,mu.ze,mize,muze,mizeɪ,muzeɪ
mi.ʃe,mu.ʃe,miʃe,muʃe,miʃeɪ,muʃeɪ
mi.ʒe,mu.ʒe,miʒe,muʒe,miʒeɪ,muʒeɪ
mi.θe,mu.θe,miθe,muθe,miθeɪ,muθeɪ
mi.ðe,mu.ðe,miðe,muðe,miðeɪ,muðeɪ
mi.he,mu.he,mihe,muhe,miheɪ,muheɪ
mi.mu,mu.mu,mimu,mumu,mimu,mumu
mi.nu,mu.nu,minu,munu,minu,munu
mi.pu,mu.pu,mipu,mupu,mipu,mupu
mi.tu,mu.tu,mitu,mutu,mitu,mutu
mi.ku,mu.ku,miku,muku,miku,muku
mi.bu,mu.bu,mibu,mubu,mibu,mubu
mi.du,mu.du,midu,mudu,midu,mudu
mi.gu,mu.gu,migu,mugu,migu,mugu
mi.fu,mu.fu,mifu,mufu,mifu,mufu
mi.su,mu.su,misu,musu,misu,musu
mi.vu,mu.vu,mivu,muvu,mivu,muvu
mi.zu,mu.zu,mizu,muzu,mizu,muzu
mi.ʃu,mu.ʃu,miʃu,muʃu,miʃu,muʃu
mi.ʒu,mu.ʒu,miʒu,muʒu,miʒu,muʒu
mi.θu,mu.θu,miθu,muθu,miθu,muθu
mi.ðu,mu.ðu,miðu,muðu,miðu,muðu
mi.hu,mu.hu,mihu,muhu,mihu,muhu
mi.mo,mu.mo,mimo,mumo,mimoʊ,mumoʊ
mi.no,mu.no,mino,muno,minoʊ,munoʊ
mi.po,mu.po,mipo,mupo,mipoʊ,mupoʊ
mi.to,mu.to,mito,muto,mitoʊ,mutoʊ
mi.ko,mu.ko,miko,muko,mikoʊ,mukoʊ
mi.bo,mu.bo,mibo,mubo,miboʊ,muboʊ
mi.do,mu.do,mido,mudo,midoʊ,mudoʊ
mi.go,mu.go,migo,mugo,migoʊ,mugoʊ
mi.fo,mu.fo,mifo,mufo,mifoʊ,mufoʊ
mi.so,mu.so,miso,muso,misoʊ,musoʊ
mi.vo,mu.vo,mivo,muvo,mivoʊ,muvoʊ
mi.zo,mu.zo,mizo,muzo,mizoʊ,muzoʊ
mi.ʃo,mu.ʃo,miʃo,muʃo,miʃoʊ,muʃoʊ
mi.ʒo,mu.ʒo,miʒo,muʒo,miʒoʊ,muʒoʊ
mi.θo,mu.θo,miθo,muθo,miθoʊ,muθoʊ
mi.ðo,mu.ðo,miðo,muðo,miðoʊ,muðoʊ
mi.ho,mu.ho,miho,muho,mihoʊ,muhoʊ
ni.mi,nu.mi,nimi,numi,nimi,numi
ni.ni,nu.ni,nini,nuni,nini,nuni
ni.pi,nu.pi,nipi,nupi,nipi,nupi
ni.ti,nu.ti,niti,nuti,niti,nuti
ni.ki,nu.ki,niki,nuki,niki,nuki
ni.bi,nu.bi,nibi,nubi,nibi,nubi
ni.di,nu.di,nidi,nudi,nidi,nudi
ni.gi,nu.gi,nigi,nugi,nigi,nugi
ni.fi,nu.fi,nifi,nufi,nifi,nufi
ni.si,nu.si,nisi,nusi,nisi,nusi
ni.vi,nu.vi,nivi,nuvi,nivi,nuvi
ni.zi,nu.zi,nizi,nuzi,nizi,nuzi
ni.ʃi,nu.ʃi,niʃi,nuʃi,niʃi,nuʃi
ni.ʒi,nu.ʒi,niʒi,nuʒi,niʒi,nuʒi
ni.θi,nu.θi,niθi,nuθi,niθi,nuθi
ni.ði,nu.ði,niði,nuði,niði,nuði
ni.hi,nu.hi,nihi,nuhi,nihi,nuhi
ni.me,nu.me,nime,nume,nimeɪ,numeɪ
ni.ne,nu.ne,nine,nune,nineɪ,nuneɪ
ni.pe,nu.pe,nipe,nupe,nipeɪ,nupeɪ
ni.te,nu.te,nite,nute,niteɪ,nuteɪ
ni.ke,nu.ke,nike,nuke,nikeɪ,nukeɪ
ni.be,nu.be,nibe,nube,nibeɪ,nubeɪ
ni.de,nu.de,nide,nude,nideɪ,nudeɪ
ni.ge,nu.ge,nige,nuge,nigeɪ,nugeɪ
ni.fe,nu.fe,nife,nufe,nifeɪ,nufeɪ
ni.se,nu.se,nise,nuse,niseɪ,nuseɪ
ni.ve,nu.ve,nive,nuve,niveɪ,nuveɪ
ni.ze,nu.ze,nize,nuze,nizeɪ,nuzeɪ
ni.ʃe,nu.ʃe,niʃe,nuʃe,niʃeɪ,nuʃeɪ
ni.ʒe,nu.ʒe,niʒe,nuʒe,niʒeɪ,nuʒeɪ
ni.θe,nu.θe,niθe,nuθe,niθeɪ,nuθeɪ
ni.ðe,nu.ðe,niðe,nuðe,niðeɪ,nuðeɪ
ni.he,nu.he,nihe,nuhe,niheɪ,nuheɪ
ni.mu,nu.mu,nimu,numu,nimu,numu
ni.nu,nu.nu,ninu,nunu,ninu,nunu
ni.pu,nu.pu,nipu,nupu,nipu,nupu
ni.tu,nu.tu,nitu,nutu,nitu,nutu
ni.ku,nu.ku,niku,nuku,niku,nuku
ni.bu,nu.bu,nibu,nubu,nibu,nubu
ni.du,nu.du,nidu,nudu,nidu,nudu
ni.gu,nu.gu,nigu,nugu,nigu,nugu
ni.fu,nu.fu,nifu,nufu,nifu,nufu
ni.su,nu.su,nisu,nusu,nisu,nusu
ni.vu,nu.vu,nivu,nuvu,nivu,nuvu
ni.zu,nu.zu,nizu,nuzu,nizu,nuzu
ni.ʃu,nu.ʃu,niʃu,nuʃu,niʃu,nuʃu
ni.ʒu,nu.ʒu,niʒu,nuʒu,niʒu,nuʒu
ni.θu,nu.θu,niθu,nuθu,niθu,nuθu
ni.ðu,nu.ðu,niðu,nuðu,niðu,nuðu
ni.hu,nu.hu,nihu,nuhu,nihu,nuhu
ni.mo,nu.mo,nimo,numo,nimoʊ,numoʊ
ni.no,nu.no,nino,nuno,ninoʊ,nunoʊ
ni.po,nu.po,nipo,nupo,nipoʊ,nupoʊ
ni.to,nu.to,nito,nuto,nitoʊ,nutoʊ
ni.ko,nu.ko,niko,nuko,nikoʊ,nukoʊ
ni.bo,nu.bo,nibo,nubo,niboʊ,nuboʊ
ni.do,nu.do,nido,nudo,nidoʊ,nudoʊ
ni.go,nu.go,nigo,nugo,nigoʊ,nugoʊ
ni.fo,nu.fo,nifo,nufo,nifoʊ,nufoʊ
ni.so,nu.so,niso,nuso,nisoʊ,nusoʊ
ni.vo,nu.vo,nivo,nuvo,nivoʊ,nuvoʊ
ni.zo,nu.zo,nizo,nuzo,nizoʊ,nuzoʊ
ni.ʃo,nu.ʃo,niʃo,nuʃo,niʃoʊ,nuʃoʊ
ni.ʒo,nu.ʒo,niʒo,nuʒo,niʒoʊ,nuʒoʊ
ni.θo,nu.θo,niθo,nuθo,niθoʊ,nuθoʊ
ni.ðo,nu.ðo,niðo,nuðo,niðoʊ,nuðoʊ
ni.ho,nu.ho,niho,nuho,nihoʊ,nuhoʊ
pi.mi,pu.mi,pimi,pumi,pimi,pumi
pi.ni,pu.ni,pini,puni,pini,puni
pi.pi,pu.pi,pipi,pupi,pipi,pupi
pi.ti,pu.ti,piti,puti,piti,puti
pi.ki,pu.ki,piki,puki,piki,puki
pi.bi,pu.bi,pibi,pubi,pibi,pubi
pi.di,pu.di,pidi,pudi,pidi,pudi
pi.gi,pu.gi,pigi,pugi,pigi,pugi
pi.fi,pu.fi,pifi,pufi,pifi,pufi
pi.si,pu.si,pisi,pusi,pisi,pusi
pi.vi,pu.vi,pivi,puvi,pivi,puvi
pi.zi,pu.zi,pizi,puzi,pizi,puzi
pi.ʃi,pu.ʃi,piʃi,puʃi,piʃi,puʃi
pi.ʒi,pu.ʒi,piʒi,puʒi,piʒi,puʒi
pi.θi,pu.θi,piθi,puθi,piθi,puθi
pi.ði,pu.ði,piði,puði,piði,puði
pi.hi,pu.hi,pihi,puhi,pihi,puhi
pi.me,pu.me,pime,pume,pimeɪ,pumeɪ
pi.ne,pu.ne,pine,pune,pineɪ,puneɪ
pi.pe,pu.pe,pipe,pupe,pipeɪ,pupeɪ
pi.te,pu.te,pite,pute,piteɪ,puteɪ
pi.ke,pu.ke,pike,puke,pikeɪ,pukeɪ
pi.be,pu.be,pibe,pube,pibeɪ,pubeɪ
pi.de,pu.de,pide,pude,pideɪ,pudeɪ
pi.ge,pu.ge,pige,puge,pigeɪ,pugeɪ
pi.fe,pu.fe,pife,pufe,pifeɪ,pufeɪ
pi.se,pu.se,pise,puse,piseɪ,puseɪ
pi.ve,pu.ve,pive,puve,piveɪ,puveɪ
pi.ze,pu.ze,pize,puze,pizeɪ,puzeɪ
pi.ʃe,pu.ʃe,piʃe,puʃe,piʃeɪ,puʃeɪ
pi.ʒe,pu.ʒe,piʒe,puʒe,piʒeɪ,puʒeɪ
pi.θe,pu.θe,piθe,puθe,piθeɪ,puθeɪ
pi.ðe,pu.ðe,piðe,puðe,piðeɪ,puðeɪ
pi.he,pu.he,pihe,puhe,piheɪ,puheɪ
pi.mu,pu.mu,pimu,pumu,pimu,pumu
pi.nu,pu.nu,pinu,punu,pinu,punu
pi.pu,pu.pu,pipu,pupu,pipu,pupu
pi.tu,pu.tu,pitu,putu,pitu,putu
pi.ku,pu.ku,piku,puku,piku,puku
pi.bu,pu.bu,pibu,pubu,pibu,pubu
pi.du,pu.du,pidu,pudu,pidu,pudu
pi.gu,pu.gu,pigu,pugu,pigu,pugu
pi.fu,pu.fu,pifu,pufu,pifu,pufu
pi.su,pu.su,pisu,pusu,pisu,pusu
pi.vu,pu.vu,pivu,puvu,pivu,puvu
pi.zu,pu.zu,pizu,puzu,pizu,puzu
pi.ʃu,pu.ʃu,piʃu,puʃu,piʃu,puʃu
pi.ʒu,pu.ʒu,piʒu,puʒu,piʒu,puʒu
pi.θu,pu.θu,piθu,puθu,piθu,puθu
pi.ðu,pu.ðu,piðu,puðu,piðu,puðu
pi.hu,pu.hu,pihu,puhu,pihu,puhu
pi.mo,pu.mo,pimo,pumo,pimoʊ,pumoʊ
pi.no,pu.no,pino,puno,pinoʊ,punoʊ
pi.po,pu.po,pipo,pupo,pipoʊ,pupoʊ
pi.to,pu.to,pito,puto,pitoʊ,putoʊ
pi.ko,pu.ko,piko,puko,pikoʊ,pukoʊ
pi.bo,pu.bo,pibo,pubo,piboʊ,puboʊ
pi.do,pu.do,pido,pudo,pidoʊ,pudoʊ
pi.go,pu.go,pigo,pugo,pigoʊ,pugoʊ
pi.fo,pu.fo,pifo,pufo,pifoʊ,pufoʊ
pi.so,pu.so,piso,puso,pisoʊ,pusoʊ
pi.vo,pu.vo,pivo,puvo,pivoʊ,puvoʊ
pi.zo,pu.zo,pizo,puzo,pizoʊ,puzoʊ
pi.ʃo,pu.ʃo,piʃo,puʃo,piʃoʊ,puʃoʊ
pi.ʒo,pu.ʒo,piʒo,puʒo,piʒoʊ,puʒoʊ
pi.θo,pu.θo,piθo,puθo,piθoʊ,puθoʊ
pi.ðo,pu.ðo,piðo,puðo,piðoʊ,puðoʊ
pi.ho,pu.ho,piho,puho,pihoʊ,puhoʊ
ti.mi,tu.mi,timi,tumi,timi,tumi
ti.ni,tu.ni,tini,tuni,tini,tuni
ti.pi,tu.pi,tipi,tupi,tipi,tupi
ti.ti,tu.ti,titi,tuti,titi,tuti
ti.ki,tu.ki,tiki,tuki,tiki,tuki
ti.bi,tu.bi,tibi,tubi,tibi,tubi
ti.di,tu.di,tidi,tudi,tidi,tudi
ti.gi,tu.gi,tigi,tugi,tigi,tugi
ti.fi,tu.fi,tifi,tufi,tifi,tufi
ti.si,tu.si,tisi,tusi,tisi,tusi
ti.vi,tu.vi,tivi,tuvi,tivi,tuvi
ti.zi,tu.zi,tizi,tuzi,tizi,tuzi
ti.ʃi,tu.ʃi,tiʃi,tuʃi,tiʃi,tuʃi
ti.ʒi,tu.ʒi,tiʒi,tuʒi,tiʒi,tuʒi
ti.θi,tu.θi,tiθi,tuθi,tiθi,tuθi
ti.ði,tu.ði,tiði,tuði,tiði,tuði
ti.hi,tu.hi,tihi,tuhi,tihi,tuhi
ti.me,tu.me,time,tume,timeɪ,tumeɪ
ti.ne,tu.ne,tine,tune,tineɪ,tuneɪ
ti.pe,tu.pe,tipe,tupe,tipeɪ,tupeɪ
ti.te,tu.te,tite,tute,titeɪ,tuteɪ
ti.ke,tu.ke,tike,tuke,tikeɪ,tukeɪ
ti.be,tu.be,tibe,tube,tibeɪ,tubeɪ
ti.de,tu.de,tide,tude,tideɪ,tudeɪ
ti.ge,tu.ge,tige,tuge,tigeɪ,tugeɪ
ti.fe,tu.fe,tife,tufe,tifeɪ,tufeɪ
ti.se,tu.se,tise,tuse,tiseɪ,tuseɪ
ti.ve,tu.ve,tive,tuve,tiveɪ,tuveɪ
ti.ze,tu.ze,tize,tuze,tizeɪ,tuzeɪ
ti.ʃe,tu.ʃe,tiʃe,tuʃe,tiʃeɪ,tuʃeɪ
ti.ʒe,tu.ʒe,tiʒe,tuʒe,tiʒeɪ,tuʒeɪ
ti.θe,tu.θe,tiθe,tuθe,tiθeɪ,tuθeɪ
ti.ðe,tu.ðe,tiðe,tuðe,tiðeɪ,tuðeɪ
ti.he,tu.he,tihe,tuhe,tiheɪ,tuheɪ
ti.mu,tu.mu,timu,tumu,timu,tumu
ti.nu,tu.nu,tinu,tunu,tinu,tunu
ti.pu,tu.pu,tipu,tupu,tipu,tupu
ti.tu,tu.tu,titu,tutu,titu,tutu
ti.ku,tu.ku,tiku,tuku,tiku,tuku
ti.bu,tu.bu,tibu,tubu,tibu,tubu
ti.du,tu.du,tidu,tudu,tidu,tudu
ti.gu,tu.gu,tigu,tugu,tigu,tugu
ti.fu,tu.fu,tifu,tufu,tifu,tufu
ti.su,tu.su,tisu,tusu,tisu,tusu
ti.vu,tu.vu,tivu,tuvu,tivu,tuvu
ti.zu,tu.zu,tizu,tuzu,tizu,tuzu
ti.ʃu,tu.ʃu,tiʃu,tuʃu,tiʃu,tuʃu
ti.ʒu,tu.ʒu,tiʒu,tuʒu,tiʒu,tuʒu
ti.θu,tu.θu,tiθu,tuθu,tiθu,tuθu
ti.ðu,tu.ðu,tiðu,tuðu,tiðu,tuðu
ti.hu,tu.hu,tihu,tuhu,tihu,tuhu
ti.mo,tu.mo,timo,tumo,timoʊ,tumoʊ
ti.no,tu.no,tino,tuno,tinoʊ,tunoʊ
ti.po,tu.po,tipo,tupo,tipoʊ,tupoʊ
ti.to,tu.to,tito,tuto,titoʊ,tutoʊ
ti.ko,tu.ko,tiko,tuko,tikoʊ,tukoʊ
ti.bo,tu.bo,tibo,tubo,tiboʊ,tuboʊ
ti.do,tu.do,tido,tudo,tidoʊ,tudoʊ
ti.go,tu.go,tigo,tugo,tigoʊ,tugoʊ
ti.fo,tu.fo,tifo,tufo,tifoʊ,tufoʊ
ti.so,tu.so,tiso,tuso,tisoʊ,tusoʊ
ti.vo,tu.vo,tivo,tuvo,tivoʊ,tuvoʊ
ti.zo,tu.zo,tizo,tuzo,tizoʊ,tuzoʊ
ti.ʃo,tu.ʃo,tiʃo,tuʃo,tiʃoʊ,tuʃoʊ
ti.ʒo,tu.ʒo,tiʒo,tuʒo,tiʒoʊ,tuʒoʊ
ti.θo,tu.θo,tiθo,tuθo,tiθoʊ,tuθoʊ
ti.ðo,tu.ðo,tiðo,tuðo,tiðoʊ,tuðoʊ
ti.ho,tu.ho,tiho,tuho,tihoʊ,tuhoʊ
ki.mi,ku.mi,kimi,kumi,kimi,kumi
ki.ni,ku.ni,kini,kuni,kini,kuni
ki.pi,ku.pi,kipi,kupi,kipi,kupi
ki.ti,ku.ti,kiti,kuti,kiti,kuti
ki.ki,ku.ki,kiki,kuki,kiki,kuki
ki.bi,ku.bi,kibi,kubi,kibi,kubi
ki.di,ku.di,kidi,kudi,kidi,kudi
ki.gi,ku.gi,kigi,kugi,kigi,kugi
ki.fi,ku.fi,kifi,kufi,kifi,kufi
ki.si,ku.si,kisi,kusi,kisi,kusi
ki.vi,ku.vi,kivi,kuvi,kivi,kuvi
ki.zi,ku.zi,kizi,kuzi,kizi,kuzi
ki.ʃi,ku.ʃi,kiʃi,kuʃi,kiʃi,kuʃi
ki.ʒi,ku.ʒi,kiʒi,kuʒi,kiʒi,kuʒi
ki.θi,ku.θi,kiθi,kuθi,kiθi,kuθi
ki.ði,ku.ði,kiði,kuði,kiði,kuði
ki.hi,ku.hi,kihi,kuhi,kihi,kuhi
ki.me,ku.me,kime,kume,kimeɪ,kumeɪ
ki.ne,ku.ne,kine,kune,kineɪ,kuneɪ
ki.pe,ku.pe,kipe,kupe,kipeɪ,kupeɪ
ki.te,ku.te,kite,kute,kiteɪ,kuteɪ
ki.ke,ku.ke,kike,kuke,kikeɪ,kukeɪ
ki.be,ku.be,kibe,kube,kibeɪ,kubeɪ
ki.de,ku.de,kide,kude,kideɪ,kudeɪ
ki.ge,ku.ge,kige,kuge,kigeɪ,kugeɪ
ki.fe,ku.fe,kife,kufe,kifeɪ,kufeɪ
ki.se,ku.se,kise,kuse,kiseɪ,kuseɪ
ki.ve,ku.ve,kive,kuve,kiveɪ,kuveɪ
ki.ze,ku.ze,kize,kuze,kizeɪ,kuzeɪ
ki.ʃe,ku.ʃe,kiʃe,kuʃe,kiʃeɪ,kuʃeɪ
ki.ʒe,ku.ʒe,kiʒe,kuʒe,kiʒeɪ,kuʒeɪ
ki.θe,ku.θe,kiθe,kuθe,kiθeɪ,kuθeɪ
ki.ðe,ku.ðe,kiðe,kuðe,kiðeɪ,kuðeɪ
ki.he,ku.he,kihe,kuhe,kiheɪ,kuheɪ
ki.mu,ku.mu,kimu,kumu,kimu,kumu
ki.nu,ku.nu,kinu,kunu,kinu,kunu
ki.pu,ku.pu,kipu,kupu,kipu,kupu
ki.tu,ku.tu,kitu,kutu,kitu,kutu
ki.ku,ku.ku,kiku,kuku,kiku,kuku
ki.bu,ku.bu,kibu,kubu,kibu,kubu
ki.du,ku.du,kidu,kudu,kidu,kudu
ki.gu,ku.gu,kigu,kugu,kigu,kugu
ki.fu,ku.fu,kifu,kufu,kifu,kufu
ki.su,ku.su,kisu,kusu,kisu,kusu
ki.vu,ku.vu,kivu,kuvu,kivu,kuvu
ki.zu,ku.zu,kizu,kuzu,kizu,kuzu
ki.ʃu,ku.ʃu,kiʃu,kuʃu,kiʃu,kuʃu
ki.ʒu,ku.ʒu,kiʒu,kuʒu,kiʒu,kuʒu
ki.θu,ku.θu,kiθu,kuθu,kiθu,kuθu
ki.ðu,ku.ðu,kiðu,kuðu,kiðu,kuðu
ki.hu,ku.hu,kihu,kuhu,kihu,kuhu
