ur_syll,sr_syll,ur_string,sr_string
u.fɛŋ,u.fɔŋ,ufɛŋ,ufɔŋ
u.fɛp,u.fɔp,ufɛp,ufɔp
u.fɛt,u.fɔt,ufɛt,ufɔt
u.fɛk,u.fɔk,ufɛk,ufɔk
u.fɛb,u.fɔb,ufɛb,ufɔb
u.fɛd,u.fɔd,ufɛd,ufɔd
u.fɛg,u.fɔg,ufɛg,ufɔg
u.fɛf,u.fɔf,ufɛf,ufɔf
u.fɛs,u.fɔs,ufɛs,ufɔs
u.fɛv,u.fɔv,ufɛv,ufɔv
u.fɛz,u.fɔz,ufɛz,ufɔz
u.fɛʃ,u.fɔʃ,ufɛʃ,ufɔʃ
u.fɛʒ,u.fɔʒ,ufɛʒ,ufɔʒ
u.fɛθ,u.fɔθ,ufɛθ,ufɔθ
u.fɛð,u.fɔð,ufɛð,ufɔð
u.sɛm,u.sɔm,usɛm,usɔm
u.sɛn,u.sɔn,usɛn,usɔn
u.sɛŋ,u.sɔŋ,usɛŋ,usɔŋ
u.sɛp,u.sɔp,usɛp,usɔp
u.sɛt,u.sɔt,usɛt,usɔt
u.sɛk,u.sɔk,usɛk,usɔk
u.sɛb,u.sɔb,usɛb,usɔb
u.sɛd,u.sɔd,usɛd,usɔd
u.sɛg,u.sɔg,usɛg,usɔg
u.sɛf,u.sɔf,usɛf,usɔf
u.sɛs,u.sɔs,usɛs,usɔs
u.sɛv,u.sɔv,usɛv,usɔv
u.sɛz,u.sɔz,usɛz,usɔz
u.sɛʃ,u.sɔʃ,usɛʃ,usɔʃ
u.sɛʒ,u.sɔʒ,usɛʒ,usɔʒ
u.sɛθ,u.sɔθ,usɛθ,usɔθ
u.sɛð,u.sɔð,usɛð,usɔð
u.vɛm,u.vɔm,uvɛm,uvɔm
u.vɛn,u.vɔn,uvɛn,uvɔn
u.vɛŋ,u.vɔŋ,uvɛŋ,uvɔŋ
u.vɛp,u.vɔp,uvɛp,uvɔp
u.vɛt,u.vɔt,uvɛt,uvɔt
u.vɛk,u.vɔk,uvɛk,uvɔk
u.vɛb,u.vɔb,uvɛb,uvɔb
u.vɛd,u.vɔd,uvɛd,uvɔd
u.vɛg,u.vɔg,uvɛg,uvɔg
u.vɛf,u.vɔf,uvɛf,uvɔf
u.vɛs,u.vɔs,uvɛs,uvɔs
u.vɛv,u.vɔv,uvɛv,uvɔv
u.vɛz,u.vɔz,uvɛz,uvɔz
u.vɛʃ,u.vɔʃ,uvɛʃ,uvɔʃ
u.vɛʒ,u.vɔʒ,uvɛʒ,uvɔʒ
u.vɛθ,u.vɔθ,uvɛθ,uvɔθ
u.vɛð,u.vɔð,uvɛð,uvɔð
u.zɛm,u.zɔm,uzɛm,uzɔm
u.zɛn,u.zɔn,uzɛn,uzɔn
u.zɛŋ,u.zɔŋ,uzɛŋ,uzɔŋ
u.zɛp,u.zɔp,uzɛp,uzɔp
u.zɛt,u.zɔt,uzɛt,uzɔt
u.zɛk,u.zɔk,uzɛk,uzɔk
u.zɛb,u.zɔb,uzɛb,uzɔb
u.zɛd,u.zɔd,uzɛd,uzɔd
u.zɛg,u.zɔg,uzɛg,uzɔg
u.zɛf,u.zɔf,uzɛf,uzɔf
u.zɛs,u.zɔs,uzɛs,uzɔs
u.zɛv,u.zɔv,uzɛv,uzɔv
u.zɛz,u.zɔz,uzɛz,uzɔz
u.zɛʃ,u.zɔʃ,uzɛʃ,uzɔʃ
u.zɛʒ,u.zɔʒ,uzɛʒ,uzɔʒ
u.zɛθ,u.zɔθ,uzɛθ,uzɔθ
u.zɛð,u.zɔð,uzɛð,uzɔð
u.ʃɛm,u.ʃɔm,uʃɛm,uʃɔm
u.ʃɛn,u.ʃɔn,uʃɛn,uʃɔn
u.ʃɛŋ,u.ʃɔŋ,uʃɛŋ,uʃɔŋ
u.ʃɛp,u.ʃɔp,uʃɛp,uʃɔp
u.ʃɛt,u.ʃɔt,uʃɛt,uʃɔt
u.ʃɛk,u.ʃɔk,uʃɛk,uʃɔk
u.ʃɛb,u.ʃɔb,uʃɛb,uʃɔb
u.ʃɛd,u.ʃɔd,uʃɛd,uʃɔd
u.ʃɛg,u.ʃɔg,uʃɛg,uʃɔg
u.ʃɛf,u.ʃɔf,uʃɛf,uʃɔf
u.ʃɛs,u.ʃɔs,uʃɛs,uʃɔs
u.ʃɛv,u.ʃɔv,uʃɛv,uʃɔv
u.ʃɛz,u.ʃɔz,uʃɛz,uʃɔz
u.ʃɛʃ,u.ʃɔʃ,uʃɛʃ,uʃɔʃ
u.ʃɛʒ,u.ʃɔʒ,uʃɛʒ,uʃɔʒ
u.ʃɛθ,u.ʃɔθ,uʃɛθ,uʃɔθ
u.ʃɛð,u.ʃɔð,uʃɛð,uʃɔð
u.ʒɛm,u.ʒɔm,uʒɛm,uʒɔm
u.ʒɛn,u.ʒɔn,uʒɛn,uʒɔn
u.ʒɛŋ,u.ʒɔŋ,uʒɛŋ,uʒɔŋ
u.ʒɛp,u.ʒɔp,uʒɛp,uʒɔp
u.ʒɛt,u.ʒɔt,uʒɛt,uʒɔt
u.ʒɛk,u.ʒɔk,uʒɛk,uʒɔk
u.ʒɛb,u.ʒɔb,uʒɛb,uʒɔb
u.ʒɛd,u.ʒɔd,uʒɛd,uʒɔd
u.ʒɛg,u.ʒɔg,uʒɛg,uʒɔg
u.ʒɛf,u.ʒɔf,uʒɛf,uʒɔf
u.ʒɛs,u.ʒɔs,uʒɛs,uʒɔs
u.ʒɛv,u.ʒɔv,uʒɛv,uʒɔv
u.ʒɛz,u.ʒɔz,uʒɛz,uʒɔz
u.ʒɛʃ,u.ʒɔʃ,uʒɛʃ,uʒɔʃ
u.ʒɛʒ,u.ʒɔʒ,uʒɛʒ,uʒɔʒ
u.ʒɛθ,u.ʒɔθ,uʒɛθ,uʒɔθ
u.ʒɛð,u.ʒɔð,uʒɛð,uʒɔð
u.θɛm,u.θɔm,uθɛm,uθɔm
u.θɛn,u.θɔn,uθɛn,uθɔn
u.θɛŋ,u.θɔŋ,uθɛŋ,uθɔŋ
u.θɛp,u.θɔp,uθɛp,uθɔp
u.θɛt,u.θɔt,uθɛt,uθɔt
u.θɛk,u.θɔk,uθɛk,uθɔk
u.θɛb,u.θɔb,uθɛb,uθɔb
u.θɛd,u.θɔd,uθɛd,uθɔd
u.θɛg,u.θɔg,uθɛg,uθɔg
u.θɛf,u.θɔf,uθɛf,uθɔf
u.θɛs,u.θɔs,uθɛs,uθɔs
u.θɛv,u.θɔv,uθɛv,uθɔv
u.θɛz,u.θɔz,uθɛz,uθɔz
u.θɛʃ,u.θɔʃ,uθɛʃ,uθɔʃ
u.θɛʒ,u.θɔʒ,uθɛʒ,uθɔʒ
u.θɛθ,u.θɔθ,uθɛθ,uθɔθ
u.θɛð,u.θɔð,uθɛð,uθɔð
u.ðɛm,u.ðɔm,uðɛm,uðɔm
u.ðɛn,u.ðɔn,uðɛn,uðɔn
u.ðɛŋ,u.ðɔŋ,uðɛŋ,uðɔŋ
u.ðɛp,u.ðɔp,uðɛp,uðɔp
u.ðɛt,u.ðɔt,uðɛt,uðɔt
u.ðɛk,u.ðɔk,uðɛk,uðɔk
u.ðɛb,u.ðɔb,uðɛb,uðɔb
u.ðɛd,u.ðɔd,uðɛd,uðɔd
u.ðɛg,u.ðɔg,uðɛg,uðɔg
u.ðɛf,u.ðɔf,uðɛf,uðɔf
u.ðɛs,u.ðɔs,uðɛs,uðɔs
u.ðɛv,u.ðɔv,uðɛv,uðɔv
u.ðɛz,u.ðɔz,uðɛz,uðɔz
u.ðɛʃ,u.ðɔʃ,uðɛʃ,uðɔʃ
u.ðɛʒ,u.ðɔʒ,uðɛʒ,uðɔʒ
u.ðɛθ,u.ðɔθ,uðɛθ,uðɔθ
u.ðɛð,u.ðɔð,uðɛð,uðɔð
u.hɛm,u.hɔm,uhɛm,uhɔm
u.hɛn,u.hɔn,uhɛn,uhɔn
u.hɛŋ,u.hɔŋ,uhɛŋ,uhɔŋ
u.hɛp,u.hɔp,uhɛp,uhɔp
u.hɛt,u.hɔt,uhɛt,uhɔt
u.hɛk,u.hɔk,uhɛk,uhɔk
u.hɛb,u.hɔb,uhɛb,uhɔb
u.hɛd,u.hɔd,uhɛd,uhɔd
u.hɛg,u.hɔg,uhɛg,uhɔg
u.hɛf,u.hɔf,uhɛf,uhɔf
u.hɛs,u.hɔs,uhɛs,uhɔs
u.hɛv,u.hɔv,uhɛv,uhɔv
u.hɛz,u.hɔz,uhɛz,uhɔz
u.hɛʃ,u.hɔʃ,uhɛʃ,uhɔʃ
u.hɛʒ,u.hɔʒ,uhɛʒ,uhɔʒ
u.hɛθ,u.hɔθ,uhɛθ,uhɔθ
u.hɛð,u.hɔð,uhɛð,uhɔð
u.mʊm,u.mɪm,umʊm,umɪm
u.mʊn,u.mɪn,umʊn,umɪn
u.mʊŋ,u.mɪŋ,umʊŋ,umɪŋ
u.mʊp,u.mɪp,umʊp,umɪp
u.mʊt,u.mɪt,umʊt,umɪt
u.mʊk,u.mɪk,umʊk,umɪk
u.mʊb,u.mɪb,umʊb,umɪb
u.mʊd,u.mɪd,umʊd,umɪd
u.mʊg,u.mɪg,umʊg,umɪg
u.mʊf,u.mɪf,umʊf,umɪf
u.mʊs,u.mɪs,umʊs,umɪs
u.mʊv,u.mɪv,umʊv,umɪv
u.mʊz,u.mɪz,umʊz,umɪz
u.mʊʃ,u.mɪʃ,umʊʃ,umɪʃ
u.mʊʒ,u.mɪʒ,umʊʒ,umɪʒ
u.mʊθ,u.mɪθ,umʊθ,umɪθ
u.mʊð,u.mɪð,umʊð,umɪð
u.nʊm,u.nɪm,unʊm,unɪm
u.nʊn,u.nɪn,unʊn,unɪn
u.nʊŋ,u.nɪŋ,unʊŋ,unɪŋ
u.nʊp,u.nɪp,unʊp,unɪp
u.nʊt,u.nɪt,unʊt,unɪt
u.nʊk,u.nɪk,unʊk,unɪk
u.nʊb,u.nɪb,unʊb,unɪb
u.nʊd,u.nɪd,unʊd,unɪd
u.nʊg,u.nɪg,unʊg,unɪg
u.nʊf,u.nɪf,unʊf,unɪf
u.nʊs,u.nɪs,unʊs,unɪs
u.nʊv,u.nɪv,unʊv,unɪv
u.nʊz,u.nɪz,unʊz,unɪz
u.nʊʃ,u.nɪʃ,unʊʃ,unɪʃ
u.nʊʒ,u.nɪʒ,unʊʒ,unɪʒ
u.nʊθ,u.nɪθ,unʊθ,unɪθ
u.nʊð,u.nɪð,unʊð,unɪð
u.pʊm,u.pɪm,upʊm,upɪm
u.pʊn,u.pɪn,upʊn,upɪn
u.pʊŋ,u.pɪŋ,upʊŋ,upɪŋ
u.pʊp,u.pɪp,upʊp,upɪp
u.pʊt,u.pɪt,upʊt,upɪt
u.pʊk,u.pɪk,upʊk,upɪk
u.pʊb,u.pɪb,upʊb,upɪb
u.pʊd,u.pɪd,upʊd,upɪd
u.pʊg,u.pɪg,upʊg,upɪg
u.pʊf,u.pɪf,upʊf,upɪf
u.pʊs,u.pɪs,upʊs,upɪs
u.pʊv,u.pɪv,upʊv,upɪv
u.pʊz,u.pɪz,upʊz,upɪz
u.pʊʃ,u.pɪʃ,upʊʃ,upɪʃ
u.pʊʒ,u.pɪʒ,upʊʒ,upɪʒ
u.pʊθ,u.pɪθ,upʊθ,upɪθ
u.pʊð,u.pɪð,upʊð,upɪð
u.tʊm,u.tɪm,utʊm,utɪm
u.tʊn,u.tɪn,utʊn,utɪn
u.tʊŋ,u.tɪŋ,utʊŋ,utɪŋ
u.tʊp,u.tɪp,utʊp,utɪp
u.tʊt,u.tɪt,utʊt,utɪt
u.tʊk,u.tɪk,utʊk,utɪk
u.tʊb,u.tɪb,utʊb,utɪb
u.tʊd,u.tɪd,utʊd,utɪd
u.tʊg,u.tɪg,utʊg,utɪg
u.tʊf,u.tɪf,utʊf,utɪf
u.tʊs,u.tɪs,utʊs,utɪs
u.tʊv,u.tɪv,utʊv,utɪv
u.tʊz,u.tɪz,utʊz,utɪz
u.tʊʃ,u.tɪʃ,utʊʃ,utɪʃ
u.tʊʒ,u.tɪʒ,utʊʒ,utɪʒ
u.tʊθ,u.tɪθ,utʊθ,utɪθ
u.tʊð,u.tɪð,utʊð,utɪð
u.kʊm,u.kɪm,ukʊm,ukɪm
u.kʊn,u.kɪn,ukʊn,ukɪn
u.kʊŋ,u.kɪŋ,ukʊŋ,ukɪŋ
u.kʊp,u.kɪp,ukʊp,ukɪp
u.kʊt,u.kɪt,ukʊt,ukɪt
u.kʊk,u.kɪk,ukʊk,ukɪk
u.kʊb,u.kɪb,ukʊb,ukɪb
u.kʊd,u.kɪd,ukʊd,ukɪd
u.kʊg,u.kɪg,ukʊg,ukɪg
u.kʊf,u.kɪf,ukʊf,ukɪf
u.kʊs,u.kɪs,ukʊs,ukɪs
u.kʊv,u.kɪv,ukʊv,ukɪv
u.kʊz,u.kɪz,ukʊz,ukɪz
u.kʊʃ,u.kɪʃ,ukʊʃ,ukɪʃ
u.kʊʒ,u.kɪʒ,ukʊʒ,ukɪʒ
u.kʊθ,u.kɪθ,ukʊθ,ukɪθ
u.kʊð,u.kɪð,ukʊð,ukɪð
u.bʊm,u.bɪm,ubʊm,ubɪm
u.bʊn,u.bɪn,ubʊn,ubɪn
u.bʊŋ,u.bɪŋ,ubʊŋ,ubɪŋ
u.bʊp,u.bɪp,ubʊp,ubɪp
u.bʊt,u.bɪt,ubʊt,ubɪt
u.bʊk,u.bɪk,ubʊk,ubɪk
u.bʊb,u.bɪb,ubʊb,ubɪb
u.bʊd,u.bɪd,ubʊd,ubɪd
u.bʊg,u.bɪg,ubʊg,ubɪg
u.bʊf,u.bɪf,ubʊf,ubɪf
u.bʊs,u.bɪs,ubʊs,ubɪs
u.bʊv,u.bɪv,ubʊv,ubɪv
u.bʊz,u.bɪz,ubʊz,ubɪz
u.bʊʃ,u.bɪʃ,ubʊʃ,ubɪʃ
u.bʊʒ,u.bɪʒ,ubʊʒ,ubɪʒ
u.bʊθ,u.bɪθ,ubʊθ,ubɪθ
u.bʊð,u.bɪð,ubʊð,ubɪð
u.dʊm,u.dɪm,udʊm,udɪm
u.dʊn,u.dɪn,udʊn,udɪn
u.dʊŋ,u.dɪŋ,udʊŋ,udɪŋ
u.dʊp,u.dɪp,udʊp,udɪp
u.dʊt,u.dɪt,udʊt,udɪt
u.dʊk,u.dɪk,udʊk,udɪk
u.dʊb,u.dɪb,udʊb,udɪb
u.dʊd,u.dɪd,udʊd,udɪd
u.dʊg,u.dɪg,udʊg,udɪg
u.dʊf,u.dɪf,udʊf,udɪf
u.dʊs,u.dɪs,udʊs,udɪs
u.dʊv,u.dɪv,udʊv,udɪv
u.dʊz,u.dɪz,udʊz,udɪz
u.dʊʃ,u.dɪʃ,udʊʃ,udɪʃ
u.dʊʒ,u.dɪʒ,udʊʒ,udɪʒ
u.dʊθ,u.dɪθ,udʊθ,udɪθ
u.dʊð,u.dɪð,udʊð,udɪð
u.gʊm,u.gɪm,ugʊm,ugɪm
u.gʊn,u.gɪn,ugʊn,ugɪn
u.gʊŋ,u.gɪŋ,ugʊŋ,ugɪŋ
u.gʊp,u.gɪp,ugʊp,ugɪp
u.gʊt,u.gɪt,ugʊt,ugɪt
u.gʊk,u.gɪk,ugʊk,ugɪk
u.gʊb,u.gɪb,ugʊb,ugɪb
u.gʊd,u.gɪd,ugʊd,ugɪd
u.gʊg,u.gɪg,ugʊg,ugɪg
u.gʊf,u.gɪf,ugʊf,ugɪf
u.gʊs,u.gɪs,ugʊs,ugɪs
u.gʊv,u.gɪv,ugʊv,ugɪv
u.gʊz,u.gɪz,ugʊz,ugɪz
u.gʊʃ,u.gɪʃ,ugʊʃ,ugɪʃ
u.gʊʒ,u.gɪʒ,ugʊʒ,ugɪʒ
u.gʊθ,u.gɪθ,ugʊθ,ugɪθ
u.gʊð,u.gɪð,ugʊð,ugɪð
u.fʊm,u.fɪm,ufʊm,ufɪm
u.fʊn,u.fɪn,ufʊn,ufɪn
u.fʊŋ,u.fɪŋ,ufʊŋ,ufɪŋ
u.fʊp,u.fɪp,ufʊp,ufɪp
u.fʊt,u.fɪt,ufʊt,ufɪt
u.fʊk,u.fɪk,ufʊk,ufɪk
u.fʊb,u.fɪb,ufʊb,ufɪb
u.fʊd,u.fɪd,ufʊd,ufɪd
u.fʊg,u.fɪg,ufʊg,ufɪg
u.fʊf,u.fɪf,ufʊf,ufɪf
u.fʊs,u.fɪs,ufʊs,ufɪs
u.fʊv,u.fɪv,ufʊv,ufɪv
u.fʊz,u.fɪz,ufʊz,ufɪz
u.fʊʃ,u.fɪʃ,ufʊʃ,ufɪʃ
u.fʊʒ,u.fɪʒ,ufʊʒ,ufɪʒ
u.fʊθ,u.fɪθ,ufʊθ,ufɪθ
u.fʊð,u.fɪð,ufʊð,ufɪð
u.sʊm,u.sɪm,usʊm,usɪm
u.sʊn,u.sɪn,usʊn,usɪn
u.sʊŋ,u.sɪŋ,usʊŋ,usɪŋ
u.sʊp,u.sɪp,usʊp,usɪp
u.sʊt,u.sɪt,usʊt,usɪt
u.sʊk,u.sɪk,usʊk,usɪk
u.sʊb,u.sɪb,usʊb,usɪb
u.sʊd,u.sɪd,usʊd,usɪd
u.sʊg,u.sɪg,usʊg,usɪg
u.sʊf,u.sɪf,usʊf,usɪf
u.sʊs,u.sɪs,usʊs,usɪs
u.sʊv,u.sɪv,usʊv,usɪv
u.sʊz,u.sɪz,usʊz,usɪz
u.sʊʃ,u.sɪʃ,usʊʃ,usɪʃ
u.sʊʒ,u.sɪʒ,usʊʒ,usɪʒ
u.sʊθ,u.sɪθ,usʊθ,usɪθ
u.sʊð,u.sɪð,usʊð,usɪð
u.vʊm,u.vɪm,uvʊm,uvɪm
u.vʊn,u.vɪn,uvʊn,uvɪn
u.vʊŋ,u.vɪŋ,uvʊŋ,uvɪŋ
u.vʊp,u.vɪp,uvʊp,uvɪp
u.vʊt,u.vɪt,uvʊt,uvɪt
u.vʊk,u.vɪk,uvʊk,uvɪk
u.vʊb,u.vɪb,uvʊb,uvɪb
u.vʊd,u.vɪd,uvʊd,uvɪd
u.vʊg,u.vɪg,uvʊg,uvɪg
u.vʊf,u.vɪf,uvʊf,uvɪf
u.vʊs,u.vɪs,uvʊs,uvɪs
u.vʊv,u.vɪv,uvʊv,uvɪv
u.vʊz,u.vɪz,uvʊz,uvɪz
u.vʊʃ,u.vɪʃ,uvʊʃ,uvɪʃ
u.vʊʒ,u.vɪʒ,uvʊʒ,uvɪʒ
u.vʊθ,u.vɪθ,uvʊθ,uvɪθ
u.vʊð,u.vɪð,uvʊð,uvɪð
u.zʊm,u.zɪm,uzʊm,uzɪm
u.zʊn,u.zɪn,uzʊn,uzɪn
u.zʊŋ,u.zɪŋ,uzʊŋ,uzɪŋ
u.zʊp,u.zɪp,uzʊp,uzɪp
u.zʊt,u.zɪt,uzʊt,uzɪt
u.zʊk,u.zɪk,uzʊk,uzɪk
u.zʊb,u.zɪb,uzʊb,uzɪb
u.zʊd,u.zɪd,uzʊd,uzɪd
u.zʊg,u.zɪg,uzʊg,uzɪg
u.zʊf,u.zɪf,uzʊf,uzɪf
u.zʊs,u.zɪs,uzʊs,uzɪs
u.zʊv,u.zɪv,uzʊv,uzɪv
u.zʊz,u.zɪz,uzʊz,uzɪz
u.zʊʃ,u.zɪʃ,uzʊʃ,uzɪʃ
u.zʊʒ,u.zɪʒ,uzʊʒ,uzɪʒ
u.zʊθ,u.zɪθ,uzʊθ,uzɪθ
u.zʊð,u.zɪð,uzʊð,uzɪð
u.ʃʊm,u.ʃɪm,uʃʊm,uʃɪm
u.ʃʊn,u.ʃɪn,uʃʊn,uʃɪn
u.ʃʊŋ,u.ʃɪŋ,uʃʊŋ,uʃɪŋ
u.ʃʊp,u.ʃɪp,uʃʊp,uʃɪp
u.ʃʊt,u.ʃɪt,uʃʊt,uʃɪt
u.ʃʊk,u.ʃɪk,uʃʊk,uʃɪk
u.ʃʊb,u.ʃɪb,uʃʊb,uʃɪb
u.ʃʊd,u.ʃɪd,uʃʊd,uʃɪd
u.ʃʊg,u.ʃɪg,uʃʊg,uʃɪg
u.ʃʊf,u.ʃɪf,uʃʊf,uʃɪf
u.ʃʊs,u.ʃɪs,uʃʊs,uʃɪs
u.ʃʊv,u.ʃɪv,uʃʊv,uʃɪv
u.ʃʊz,u.ʃɪz,uʃʊz,uʃɪz
u.ʃʊʃ,u.ʃɪʃ,uʃʊʃ,uʃɪʃ
u.ʃʊʒ,u.ʃɪʒ,uʃʊʒ,uʃɪʒ
u.ʃʊθ,u.ʃɪθ,uʃʊθ,uʃɪθ
u.ʃʊð,u.ʃɪð,uʃʊð,uʃɪð
u.ʒʊm,u.ʒɪm,uʒʊm,uʒɪm
u.ʒʊn,u.ʒɪn,uʒʊn,uʒɪn
u.ʒʊŋ,u.ʒɪŋ,uʒʊŋ,uʒɪŋ
u.ʒʊp,u.ʒɪp,uʒʊp,uʒɪp
u.ʒʊt,u.ʒɪt,uʒʊt,uʒɪt
u.ʒʊk,u.ʒɪk,uʒʊk,uʒɪk
u.ʒʊb,u.ʒɪb,uʒʊb,uʒɪb
u.ʒʊd,u.ʒɪd,uʒʊd,uʒɪd
u.ʒʊg,u.ʒɪg,uʒʊg,uʒɪg
u.ʒʊf,u.ʒɪf,uʒʊf,uʒɪf
u.ʒʊs,u.ʒɪs,uʒʊs,uʒɪs
u.ʒʊv,u.ʒɪv,uʒʊv,uʒɪv
u.ʒʊz,u.ʒɪz,uʒʊz,uʒɪz
u.ʒʊʃ,u.ʒɪʃ,uʒʊʃ,uʒɪʃ
u.ʒʊʒ,u.ʒɪʒ,uʒʊʒ,uʒɪʒ
u.ʒʊθ,u.ʒɪθ,uʒʊθ,uʒɪθ
u.ʒʊð,u.ʒɪð,uʒʊð,uʒɪð
u.θʊm,u.θɪm,uθʊm,uθɪm
u.θʊn,u.θɪn,uθʊn,uθɪn
u.θʊŋ,u.θɪŋ,uθʊŋ,uθɪŋ
u.θʊp,u.θɪp,uθʊp,uθɪp
u.θʊt,u.θɪt,uθʊt,uθɪt
u.θʊk,u.θɪk,uθʊk,uθɪk
u.θʊb,u.θɪb,uθʊb,uθɪb
u.θʊd,u.θɪd,uθʊd,uθɪd
u.θʊg,u.θɪg,uθʊg,uθɪg
u.θʊf,u.θɪf,uθʊf,uθɪf
u.θʊs,u.θɪs,uθʊs,uθɪs
u.θʊv,u.θɪv,uθʊv,uθɪv
u.θʊz,u.θɪz,uθʊz,uθɪz
u.θʊʃ,u.θɪʃ,uθʊʃ,uθɪʃ
u.θʊʒ,u.θɪʒ,uθʊʒ,uθɪʒ
u.θʊθ,u.θɪθ,uθʊθ,uθɪθ
u.θʊð,u.θɪð,uθʊð,uθɪð
u.ðʊm,u.ðɪm,uðʊm,uðɪm
u.ðʊn,u.ðɪn,uðʊn,uðɪn
u.ðʊŋ,u.ðɪŋ,uðʊŋ,uðɪŋ
u.ðʊp,u.ðɪp,uðʊp,uðɪp
u.ðʊt,u.ðɪt,uðʊt,uðɪt
u.ðʊk,u.ðɪk,uðʊk,uðɪk
u.ðʊb,u.ðɪb,uðʊb,uðɪb
u.ðʊd,u.ðɪd,uðʊd,uðɪd
u.ðʊg,u.ðɪg,uðʊg,uðɪg
u.ðʊf,u.ðɪf,uðʊf,uðɪf
u.ðʊs,u.ðɪs,uðʊs,uðɪs
u.ðʊv,u.ðɪv,uðʊv,uðɪv
u.ðʊz,u.ðɪz,uðʊz,uðɪz
u.ðʊʃ,u.ðɪʃ,uðʊʃ,uðɪʃ
u.ðʊʒ,u.ðɪʒ,uðʊʒ,uðɪʒ
u.ðʊθ,u.ðɪθ,uðʊθ,uðɪθ
u.ðʊð,u.ðɪð,uðʊð,uðɪð
u.hʊm,u.hɪm,uhʊm,uhɪm
u.hʊn,u.hɪn,uhʊn,uhɪn
u.hʊŋ,u.hɪŋ,uhʊŋ,uhɪŋ
u.hʊp,u.hɪp,uhʊp,uhɪp
u.hʊt,u.hɪt,uhʊt,uhɪt
u.hʊk,u.hɪk,uhʊk,uhɪk
u.hʊb,u.hɪb,uhʊb,uhɪb
u.hʊd,u.hɪd,uhʊd,uhɪd
u.hʊg,u.hɪg,uhʊg,uhɪg
u.hʊf,u.hɪf,uhʊf,uhɪf
u.hʊs,u.hɪs,uhʊs,uhɪs
u.hʊv,u.hɪv,uhʊv,uhɪv
u.hʊz,u.hɪz,uhʊz,uhɪz
u.hʊʃ,u.hɪʃ,uhʊʃ,uhɪʃ
u.hʊʒ,u.hɪʒ,uhʊʒ,uhɪʒ
u.hʊθ,u.hɪθ,uhʊθ,uhɪθ
u.hʊð,u.hɪð,uhʊð,uhɪð
u.mɔm,u.mɛm,umɔm,umɛm
u.mɔn,u.mɛn,umɔn,umɛn
u.mɔŋ,u.mɛŋ,umɔŋ,umɛŋ
u.mɔp,u.mɛp,umɔp,umɛp
u.mɔt,u.mɛt,umɔt,umɛt
u.mɔk,u.mɛk,umɔk,umɛk
u.mɔb,u.mɛb,umɔb,umɛb
u.mɔd,u.mɛd,umɔd,umɛd
u.mɔg,u.mɛg,umɔg,umɛg
u.mɔf,u.mɛf,umɔf,umɛf
u.mɔs,u.mɛs,umɔs,umɛs
u.mɔv,u.mɛv,umɔv,umɛv
u.mɔz,u.mɛz,umɔz,umɛz
u.mɔʃ,u.mɛʃ,umɔʃ,umɛʃ
u.mɔʒ,u.mɛʒ,umɔʒ,umɛʒ
u.mɔθ,u.mɛθ,umɔθ,umɛθ
u.mɔð,u.mɛð,umɔð,umɛð
u.nɔm,u.nɛm,unɔm,unɛm
u.nɔn,u.nɛn,unɔn,unɛn
u.nɔŋ,u.nɛŋ,unɔŋ,unɛŋ
u.nɔp,u.nɛp,unɔp,unɛp
u.nɔt,u.nɛt,unɔt,unɛt
u.nɔk,u.nɛk,unɔk,unɛk
u.nɔb,u.nɛb,unɔb,unɛb
u.nɔd,u.nɛd,unɔd,unɛd
u.nɔg,u.nɛg,unɔg,unɛg
u.nɔf,u.nɛf,unɔf,unɛf
u.nɔs,u.nɛs,unɔs,unɛs
u.nɔv,u.nɛv,unɔv,unɛv
u.nɔz,u.nɛz,unɔz,unɛz
u.nɔʃ,u.nɛʃ,unɔʃ,unɛʃ
u.nɔʒ,u.nɛʒ,unɔʒ,unɛʒ
u.nɔθ,u.nɛθ,unɔθ,unɛθ
u.nɔð,u.nɛð,unɔð,unɛð
u.pɔm,u.pɛm,upɔm,upɛm
u.pɔn,u.pɛn,upɔn,upɛn
u.pɔŋ,u.pɛŋ,upɔŋ,upɛŋ
u.pɔp,u.pɛp,upɔp,upɛp
u.pɔt,u.pɛt,upɔt,upɛt
u.pɔk,u.pɛk,upɔk,upɛk
u.pɔb,u.pɛb,upɔb,upɛb
u.pɔd,u.pɛd,upɔd,upɛd
u.pɔg,u.pɛg,upɔg,upɛg
u.pɔf,u.pɛf,upɔf,upɛf
u.pɔs,u.pɛs,upɔs,upɛs
u.pɔv,u.pɛv,upɔv,upɛv
u.pɔz,u.pɛz,upɔz,upɛz
u.pɔʃ,u.pɛʃ,upɔʃ,upɛʃ
u.pɔʒ,u.pɛʒ,upɔʒ,upɛʒ
u.pɔθ,u.pɛθ,upɔθ,upɛθ
u.pɔð,u.pɛð,upɔð,upɛð
u.tɔm,u.tɛm,utɔm,utɛm
u.tɔn,u.tɛn,utɔn,utɛn
u.tɔŋ,u.tɛŋ,utɔŋ,utɛŋ
u.tɔp,u.tɛp,utɔp,utɛp
u.tɔt,u.tɛt,utɔt,utɛt
u.tɔk,u.tɛk,utɔk,utɛk
u.tɔb,u.tɛb,utɔb,utɛb
u.tɔd,u.tɛd,utɔd,utɛd
u.tɔg,u.tɛg,utɔg,utɛg
u.tɔf,u.tɛf,utɔf,utɛf
