stem,ur_ref,sr_ref,ur,sr
eɪ,eɪkɛb,eɪkɔb,ekɛb,ekɔb
eɪ,eɪkɛd,eɪkɔd,ekɛd,ekɔd
eɪ,eɪkɛg,eɪkɔg,ekɛg,ekɔg
eɪ,eɪkɛf,eɪkɔf,ekɛf,ekɔf
eɪ,eɪkɛs,eɪkɔs,ekɛs,ekɔs
eɪ,eɪkɛv,eɪkɔv,ekɛv,ekɔv
eɪ,eɪkɛz,eɪkɔz,ekɛz,ekɔz
eɪ,eɪkɛʃ,eɪkɔʃ,ekɛʃ,ekɔʃ
eɪ,eɪkɛʒ,eɪkɔʒ,ekɛʒ,ekɔʒ
eɪ,eɪkɛθ,eɪkɔθ,ekɛθ,ekɔθ
eɪ,eɪkɛð,eɪkɔð,ekɛð,ekɔð
eɪ,eɪbɛm,eɪbɔm,ebɛm,ebɔm
eɪ,eɪbɛn,eɪbɔn,ebɛn,ebɔn
eɪ,eɪbɛŋ,eɪbɔŋ,ebɛŋ,ebɔŋ
eɪ,eɪbɛp,eɪbɔp,ebɛp,ebɔp
eɪ,eɪbɛt,eɪbɔt,ebɛt,ebɔt
eɪ,eɪbɛk,eɪbɔk,ebɛk,ebɔk
eɪ,eɪbɛb,eɪbɔb,ebɛb,ebɔb
eɪ,eɪbɛd,eɪbɔd,ebɛd,ebɔd
eɪ,eɪbɛg,eɪbɔg,ebɛg,ebɔg
eɪ,eɪbɛf,eɪbɔf,ebɛf,ebɔf
eɪ,eɪbɛs,eɪbɔs,ebɛs,ebɔs
eɪ,eɪbɛv,eɪbɔv,ebɛv,ebɔv
eɪ,eɪbɛz,eɪbɔz,ebɛz,ebɔz
eɪ,eɪbɛʃ,eɪbɔʃ,ebɛʃ,ebɔʃ
eɪ,eɪbɛʒ,eɪbɔʒ,ebɛʒ,ebɔʒ
eɪ,eɪbɛθ,eɪbɔθ,ebɛθ,ebɔθ
eɪ,eɪbɛð,eɪbɔð,ebɛð,ebɔð
eɪ,eɪdɛm,eɪdɔm,edɛm,edɔm
eɪ,eɪdɛn,eɪdɔn,edɛn,edɔn
eɪ,eɪdɛŋ,eɪdɔŋ,edɛŋ,edɔŋ
eɪ,eɪdɛp,eɪdɔp,edɛp,edɔp
eɪ,eɪdɛt,eɪdɔt,edɛt,edɔt
eɪ,eɪdɛk,eɪdɔk,edɛk,edɔk
eɪ,eɪdɛb,eɪdɔb,edɛb,edɔb
eɪ,eɪdɛd,eɪdɔd,edɛd,edɔd
eɪ,eɪdɛg,eɪdɔg,edɛg,edɔg
eɪ,eɪdɛf,eɪdɔf,edɛf,edɔf
eɪ,eɪdɛs,eɪdɔs,edɛs,edɔs
eɪ,eɪdɛv,eɪdɔv,edɛv,edɔv
eɪ,eɪdɛz,eɪdɔz,edɛz,edɔz
eɪ,eɪdɛʃ,eɪdɔʃ,edɛʃ,edɔʃ
eɪ,eɪdɛʒ,eɪdɔʒ,edɛʒ,edɔʒ
eɪ,eɪdɛθ,eɪdɔθ,edɛθ,edɔθ
eɪ,eɪdɛð,eɪdɔð,edɛð,edɔð
eɪ,eɪgɛm,eɪgɔm,egɛm,egɔm
eɪ,eɪgɛn,eɪgɔn,egɛn,egɔn
eɪ,eɪgɛŋ,eɪgɔŋ,egɛŋ,egɔŋ
eɪ,eɪgɛp,eɪgɔp,egɛp,egɔp
eɪ,eɪgɛt,eɪgɔt,egɛt,egɔt
eɪ,eɪgɛk,eɪgɔk,egɛk,egɔk
eɪ,eɪgɛb,eɪgɔb,egɛb,egɔb
eɪ,eɪgɛd,eɪgɔd,egɛd,egɔd
eɪ,eɪgɛg,eɪgɔg,egɛg,egɔg
eɪ,eɪgɛf,eɪgɔf,egɛf,egɔf
eɪ,eɪgɛs,eɪgɔs,egɛs,egɔs
eɪ,eɪgɛv,eɪgɔv,egɛv,egɔv
eɪ,eɪgɛz,eɪgɔz,egɛz,egɔz
eɪ,eɪgɛʃ,eɪgɔʃ,egɛʃ,egɔʃ
eɪ,eɪgɛʒ,eɪgɔʒ,egɛʒ,egɔʒ
eɪ,eɪgɛθ,eɪgɔθ,egɛθ,egɔθ
eɪ,eɪgɛð,eɪgɔð,egɛð,egɔð
eɪ,eɪfɛm,eɪfɔm,efɛm,efɔm
eɪ,eɪfɛn,eɪfɔn,efɛn,efɔn
eɪ,eɪfɛŋ,eɪfɔŋ,efɛŋ,efɔŋ
eɪ,eɪfɛp,eɪfɔp,efɛp,efɔp
eɪ,eɪfɛt,eɪfɔt,efɛt,efɔt
eɪ,eɪfɛk,eɪfɔk,efɛk,efɔk
eɪ,eɪfɛb,eɪfɔb,efɛb,efɔb
eɪ,eɪfɛd,eɪfɔd,efɛd,efɔd
eɪ,eɪfɛg,eɪfɔg,efɛg,efɔg
eɪ,eɪfɛf,eɪfɔf,efɛf,efɔf
eɪ,eɪfɛs,eɪfɔs,efɛs,efɔs
eɪ,eɪfɛv,eɪfɔv,efɛv,efɔv
eɪ,eɪfɛz,eɪfɔz,efɛz,efɔz
eɪ,eɪfɛʃ,eɪfɔʃ,efɛʃ,efɔʃ
eɪ,eɪfɛʒ,eɪfɔʒ,efɛʒ,efɔʒ
eɪ,eɪfɛθ,eɪfɔθ,efɛθ,efɔθ
eɪ,eɪfɛð,eɪfɔð,efɛð,efɔð
eɪ,eɪsɛm,eɪsɔm,esɛm,esɔm
eɪ,eɪsɛn,eɪsɔn,esɛn,esɔn
eɪ,eɪsɛŋ,eɪsɔŋ,esɛŋ,esɔŋ
eɪ,eɪsɛp,eɪsɔp,esɛp,esɔp
eɪ,eɪsɛt,eɪsɔt,esɛt,esɔt
eɪ,eɪsɛk,eɪsɔk,esɛk,esɔk
eɪ,eɪsɛb,eɪsɔb,esɛb,esɔb
eɪ,eɪsɛd,eɪsɔd,esɛd,esɔd
eɪ,eɪsɛg,eɪsɔg,esɛg,esɔg
eɪ,eɪsɛf,eɪsɔf,esɛf,esɔf
eɪ,eɪsɛs,eɪsɔs,esɛs,esɔs
eɪ,eɪsɛv,eɪsɔv,esɛv,esɔv
eɪ,eɪsɛz,eɪsɔz,esɛz,esɔz
eɪ,eɪsɛʃ,eɪsɔʃ,esɛʃ,esɔʃ
eɪ,eɪsɛʒ,eɪsɔʒ,esɛʒ,esɔʒ
eɪ,eɪsɛθ,eɪsɔθ,esɛθ,esɔθ
eɪ,eɪsɛð,eɪsɔð,esɛð,esɔð
eɪ,eɪvɛm,eɪvɔm,evɛm,evɔm
eɪ,eɪvɛn,eɪvɔn,evɛn,evɔn
eɪ,eɪvɛŋ,eɪvɔŋ,evɛŋ,evɔŋ
eɪ,eɪvɛp,eɪvɔp,evɛp,evɔp
eɪ,eɪvɛt,eɪvɔt,evɛt,evɔt
eɪ,eɪvɛk,eɪvɔk,evɛk,evɔk
eɪ,eɪvɛb,eɪvɔb,evɛb,evɔb
eɪ,eɪvɛd,eɪvɔd,evɛd,evɔd
eɪ,eɪvɛg,eɪvɔg,evɛg,evɔg
eɪ,eɪvɛf,eɪvɔf,evɛf,evɔf
eɪ,eɪvɛs,eɪvɔs,evɛs,evɔs
eɪ,eɪvɛv,eɪvɔv,evɛv,evɔv
eɪ,eɪvɛz,eɪvɔz,evɛz,evɔz
eɪ,eɪvɛʃ,eɪvɔʃ,evɛʃ,evɔʃ
eɪ,eɪvɛʒ,eɪvɔʒ,evɛʒ,evɔʒ
eɪ,eɪvɛθ,eɪvɔθ,evɛθ,evɔθ
eɪ,eɪvɛð,eɪvɔð,evɛð,evɔð
eɪ,eɪzɛm,eɪzɔm,ezɛm,ezɔm
eɪ,eɪzɛn,eɪzɔn,ezɛn,ezɔn
eɪ,eɪzɛŋ,eɪzɔŋ,ezɛŋ,ezɔŋ
eɪ,eɪzɛp,eɪzɔp,ezɛp,ezɔp
eɪ,eɪzɛt,eɪzɔt,ezɛt,ezɔt
eɪ,eɪzɛk,eɪzɔk,ezɛk,ezɔk
eɪ,eɪzɛb,eɪzɔb,ezɛb,ezɔb
eɪ,eɪzɛd,eɪzɔd,ezɛd,ezɔd
eɪ,eɪzɛg,eɪzɔg,ezɛg,ezɔg
eɪ,eɪzɛf,eɪzɔf,ezɛf,ezɔf
eɪ,eɪzɛs,eɪzɔs,ezɛs,ezɔs
eɪ,eɪzɛv,eɪzɔv,ezɛv,ezɔv
eɪ,eɪzɛz,eɪzɔz,ezɛz,ezɔz
eɪ,eɪzɛʃ,eɪzɔʃ,ezɛʃ,ezɔʃ
eɪ,eɪzɛʒ,eɪzɔʒ,ezɛʒ,ezɔʒ
eɪ,eɪzɛθ,eɪzɔθ,ezɛθ,ezɔθ
eɪ,eɪzɛð,eɪzɔð,ezɛð,ezɔð
eɪ,eɪʃɛm,eɪʃɔm,eʃɛm,eʃɔm
eɪ,eɪʃɛn,eɪʃɔn,eʃɛn,eʃɔn
eɪ,eɪʃɛŋ,eɪʃɔŋ,eʃɛŋ,eʃɔŋ
eɪ,eɪʃɛp,eɪʃɔp,eʃɛp,eʃɔp
eɪ,eɪʃɛt,eɪʃɔt,eʃɛt,eʃɔt
eɪ,eɪʃɛk,eɪʃɔk,eʃɛk,eʃɔk
eɪ,eɪʃɛb,eɪʃɔb,eʃɛb,eʃɔb
eɪ,eɪʃɛd,eɪʃɔd,eʃɛd,eʃɔd
eɪ,eɪʃɛg,eɪʃɔg,eʃɛg,eʃɔg
eɪ,eɪʃɛf,eɪʃɔf,eʃɛf,eʃɔf
eɪ,eɪʃɛs,eɪʃɔs,eʃɛs,eʃɔs
eɪ,eɪʃɛv,eɪʃɔv,eʃɛv,eʃɔv
eɪ,eɪʃɛz,eɪʃɔz,eʃɛz,eʃɔz
eɪ,eɪʃɛʃ,eɪʃɔʃ,eʃɛʃ,eʃɔʃ
eɪ,eɪʃɛʒ,eɪʃɔʒ,eʃɛʒ,eʃɔʒ
eɪ,eɪʃɛθ,eɪʃɔθ,eʃɛθ,eʃɔθ
eɪ,eɪʃɛð,eɪʃɔð,eʃɛð,eʃɔð
eɪ,eɪʒɛm,eɪʒɔm,eʒɛm,eʒɔm
eɪ,eɪʒɛn,eɪʒɔn,eʒɛn,eʒɔn
eɪ,eɪʒɛŋ,eɪʒɔŋ,eʒɛŋ,eʒɔŋ
eɪ,eɪʒɛp,eɪʒɔp,eʒɛp,eʒɔp
eɪ,eɪʒɛt,eɪʒɔt,eʒɛt,eʒɔt
eɪ,eɪʒɛk,eɪʒɔk,eʒɛk,eʒɔk
eɪ,eɪʒɛb,eɪʒɔb,eʒɛb,eʒɔb
eɪ,eɪʒɛd,eɪʒɔd,eʒɛd,eʒɔd
eɪ,eɪʒɛg,eɪʒɔg,eʒɛg,eʒɔg
eɪ,eɪʒɛf,eɪʒɔf,eʒɛf,eʒɔf
eɪ,eɪʒɛs,eɪʒɔs,eʒɛs,eʒɔs
eɪ,eɪʒɛv,eɪʒɔv,eʒɛv,eʒɔv
eɪ,eɪʒɛz,eɪʒɔz,eʒɛz,eʒɔz
eɪ,eɪʒɛʃ,eɪʒɔʃ,eʒɛʃ,eʒɔʃ
eɪ,eɪʒɛʒ,eɪʒɔʒ,eʒɛʒ,eʒɔʒ
eɪ,eɪʒɛθ,eɪʒɔθ,eʒɛθ,eʒɔθ
eɪ,eɪʒɛð,eɪʒɔð,eʒɛð,eʒɔð
eɪ,eɪθɛm,eɪθɔm,eθɛm,eθɔm
eɪ,eɪθɛn,eɪθɔn,eθɛn,eθɔn
eɪ,eɪθɛŋ,eɪθɔŋ,eθɛŋ,eθɔŋ
eɪ,eɪθɛp,eɪθɔp,eθɛp,eθɔp
eɪ,eɪθɛt,eɪθɔt,eθɛt,eθɔt
eɪ,eɪθɛk,eɪθɔk,eθɛk,eθɔk
eɪ,eɪθɛb,eɪθɔb,eθɛb,eθɔb
eɪ,eɪθɛd,eɪθɔd,eθɛd,eθɔd
eɪ,eɪθɛg,eɪθɔg,eθɛg,eθɔg
eɪ,eɪθɛf,eɪθɔf,eθɛf,eθɔf
eɪ,eɪθɛs,eɪθɔs,eθɛs,eθɔs
eɪ,eɪθɛv,eɪθɔv,eθɛv,eθɔv
eɪ,eɪθɛz,eɪθɔz,eθɛz,eθɔz
eɪ,eɪθɛʃ,eɪθɔʃ,eθɛʃ,eθɔʃ
eɪ,eɪθɛʒ,eɪθɔʒ,eθɛʒ,eθɔʒ
eɪ,eɪθɛθ,eɪθɔθ,eθɛθ,eθɔθ
eɪ,eɪθɛð,eɪθɔð,eθɛð,eθɔð
eɪ,eɪðɛm,eɪðɔm,eðɛm,eðɔm
eɪ,eɪðɛn,eɪðɔn,eðɛn,eðɔn
eɪ,eɪðɛŋ,eɪðɔŋ,eðɛŋ,eðɔŋ
eɪ,eɪðɛp,eɪðɔp,eðɛp,eðɔp
eɪ,eɪðɛt,eɪðɔt,eðɛt,eðɔt
eɪ,eɪðɛk,eɪðɔk,eðɛk,eðɔk
eɪ,eɪðɛb,eɪðɔb,eðɛb,eðɔb
eɪ,eɪðɛd,eɪðɔd,eðɛd,eðɔd
eɪ,eɪðɛg,eɪðɔg,eðɛg,eðɔg
eɪ,eɪðɛf,eɪðɔf,eðɛf,eðɔf
eɪ,eɪðɛs,eɪðɔs,eðɛs,eðɔs
eɪ,eɪðɛv,eɪðɔv,eðɛv,eðɔv
eɪ,eɪðɛz,eɪðɔz,eðɛz,eðɔz
eɪ,eɪðɛʃ,eɪðɔʃ,eðɛʃ,eðɔʃ
eɪ,eɪðɛʒ,eɪðɔʒ,eðɛʒ,eðɔʒ
eɪ,eɪðɛθ,eɪðɔθ,eðɛθ,eðɔθ
eɪ,eɪðɛð,eɪðɔð,eðɛð,eðɔð
eɪ,eɪhɛm,eɪhɔm,ehɛm,ehɔm
eɪ,eɪhɛn,eɪhɔn,ehɛn,ehɔn
eɪ,eɪhɛŋ,eɪhɔŋ,ehɛŋ,ehɔŋ
eɪ,eɪhɛp,eɪhɔp,ehɛp,ehɔp
eɪ,eɪhɛt,eɪhɔt,ehɛt,ehɔt
eɪ,eɪhɛk,eɪhɔk,ehɛk,ehɔk
eɪ,eɪhɛb,eɪhɔb,ehɛb,ehɔb
eɪ,eɪhɛd,eɪhɔd,ehɛd,ehɔd
eɪ,eɪhɛg,eɪhɔg,ehɛg,ehɔg
eɪ,eɪhɛf,eɪhɔf,ehɛf,ehɔf
eɪ,eɪhɛs,eɪhɔs,ehɛs,ehɔs
eɪ,eɪhɛv,eɪhɔv,ehɛv,ehɔv
eɪ,eɪhɛz,eɪhɔz,ehɛz,ehɔz
eɪ,eɪhɛʃ,eɪhɔʃ,ehɛʃ,ehɔʃ
eɪ,eɪhɛʒ,eɪhɔʒ,ehɛʒ,ehɔʒ
eɪ,eɪhɛθ,eɪhɔθ,ehɛθ,ehɔθ
eɪ,eɪhɛð,eɪhɔð,ehɛð,ehɔð
eɪ,eɪmʊm,eɪmʊm,emʊm,emʊm
eɪ,eɪmʊn,eɪmʊn,emʊn,emʊn
eɪ,eɪmʊŋ,eɪmʊŋ,emʊŋ,emʊŋ
eɪ,eɪmʊp,eɪmʊp,emʊp,emʊp
eɪ,eɪmʊt,eɪmʊt,emʊt,emʊt
eɪ,eɪmʊk,eɪmʊk,emʊk,emʊk
eɪ,eɪmʊb,eɪmʊb,emʊb,emʊb
eɪ,eɪmʊd,eɪmʊd,emʊd,emʊd
eɪ,eɪmʊg,eɪmʊg,emʊg,emʊg
eɪ,eɪmʊf,eɪmʊf,emʊf,emʊf
eɪ,eɪmʊs,eɪmʊs,emʊs,emʊs
eɪ,eɪmʊv,eɪmʊv,emʊv,emʊv
eɪ,eɪmʊz,eɪmʊz,emʊz,emʊz
eɪ,eɪmʊʃ,eɪmʊʃ,emʊʃ,emʊʃ
eɪ,eɪmʊʒ,eɪmʊʒ,emʊʒ,emʊʒ
eɪ,eɪmʊθ,eɪmʊθ,emʊθ,emʊθ
eɪ,eɪmʊð,eɪmʊð,emʊð,emʊð
eɪ,eɪnʊm,eɪnʊm,enʊm,enʊm
eɪ,eɪnʊn,eɪnʊn,enʊn,enʊn
eɪ,eɪnʊŋ,eɪnʊŋ,enʊŋ,enʊŋ
eɪ,eɪnʊp,eɪnʊp,enʊp,enʊp
eɪ,eɪnʊt,eɪnʊt,enʊt,enʊt
eɪ,eɪnʊk,eɪnʊk,enʊk,enʊk
eɪ,eɪnʊb,eɪnʊb,enʊb,enʊb
eɪ,eɪnʊd,eɪnʊd,enʊd,enʊd
eɪ,eɪnʊg,eɪnʊg,enʊg,enʊg
eɪ,eɪnʊf,eɪnʊf,enʊf,enʊf
eɪ,eɪnʊs,eɪnʊs,enʊs,enʊs
eɪ,eɪnʊv,eɪnʊv,enʊv,enʊv
eɪ,eɪnʊz,eɪnʊz,enʊz,enʊz
eɪ,eɪnʊʃ,eɪnʊʃ,enʊʃ,enʊʃ
eɪ,eɪnʊʒ,eɪnʊʒ,enʊʒ,enʊʒ
eɪ,eɪnʊθ,eɪnʊθ,enʊθ,enʊθ
eɪ,eɪnʊð,eɪnʊð,enʊð,enʊð
eɪ,eɪpʊm,eɪpʊm,epʊm,epʊm
eɪ,eɪpʊn,eɪpʊn,epʊn,epʊn
eɪ,eɪpʊŋ,eɪpʊŋ,epʊŋ,epʊŋ
eɪ,eɪpʊp,eɪpʊp,epʊp,epʊp
eɪ,eɪpʊt,eɪpʊt,epʊt,epʊt
eɪ,eɪpʊk,eɪpʊk,epʊk,epʊk
eɪ,eɪpʊb,eɪpʊb,epʊb,epʊb
eɪ,eɪpʊd,eɪpʊd,epʊd,epʊd
eɪ,eɪpʊg,eɪpʊg,epʊg,epʊg
eɪ,eɪpʊf,eɪpʊf,epʊf,epʊf
eɪ,eɪpʊs,eɪpʊs,epʊs,epʊs
eɪ,eɪpʊv,eɪpʊv,epʊv,epʊv
eɪ,eɪpʊz,eɪpʊz,epʊz,epʊz
eɪ,eɪpʊʃ,eɪpʊʃ,epʊʃ,epʊʃ
eɪ,eɪpʊʒ,eɪpʊʒ,epʊʒ,epʊʒ
eɪ,eɪpʊθ,eɪpʊθ,epʊθ,epʊθ
eɪ,eɪpʊð,eɪpʊð,epʊð,epʊð
eɪ,eɪtʊm,eɪtʊm,etʊm,etʊm
eɪ,eɪtʊn,eɪtʊn,etʊn,etʊn
eɪ,eɪtʊŋ,eɪtʊŋ,etʊŋ,etʊŋ
eɪ,eɪtʊp,eɪtʊp,etʊp,etʊp
eɪ,eɪtʊt,eɪtʊt,etʊt,etʊt
eɪ,eɪtʊk,eɪtʊk,etʊk,etʊk
eɪ,eɪtʊb,eɪtʊb,etʊb,etʊb
eɪ,eɪtʊd,eɪtʊd,etʊd,etʊd
eɪ,eɪtʊg,eɪtʊg,etʊg,etʊg
eɪ,eɪtʊf,eɪtʊf,etʊf,etʊf
eɪ,eɪtʊs,eɪtʊs,etʊs,etʊs
eɪ,eɪtʊv,eɪtʊv,etʊv,etʊv
eɪ,eɪtʊz,eɪtʊz,etʊz,etʊz
eɪ,eɪtʊʃ,eɪtʊʃ,etʊʃ,etʊʃ
eɪ,eɪtʊʒ,eɪtʊʒ,etʊʒ,etʊʒ
eɪ,eɪtʊθ,eɪtʊθ,etʊθ,etʊθ
eɪ,eɪtʊð,eɪtʊð,etʊð,etʊð
eɪ,eɪkʊm,eɪkʊm,ekʊm,ekʊm
eɪ,eɪkʊn,eɪkʊn,ekʊn,ekʊn
eɪ,eɪkʊŋ,eɪkʊŋ,ekʊŋ,ekʊŋ
eɪ,eɪkʊp,eɪkʊp,ekʊp,ekʊp
eɪ,eɪkʊt,eɪkʊt,ekʊt,ekʊt
eɪ,eɪkʊk,eɪkʊk,ekʊk,ekʊk
eɪ,eɪkʊb,eɪkʊb,ekʊb,ekʊb
eɪ,eɪkʊd,eɪkʊd,ekʊd,ekʊd
eɪ,eɪkʊg,eɪkʊg,ekʊg,ekʊg
eɪ,eɪkʊf,eɪkʊf,ekʊf,ekʊf
eɪ,eɪkʊs,eɪkʊs,ekʊs,ekʊs
eɪ,eɪkʊv,eɪkʊv,ekʊv,ekʊv
eɪ,eɪkʊz,eɪkʊz,ekʊz,ekʊz
eɪ,eɪkʊʃ,eɪkʊʃ,ekʊʃ,ekʊʃ
eɪ,eɪkʊʒ,eɪkʊʒ,ekʊʒ,ekʊʒ
eɪ,eɪkʊθ,eɪkʊθ,ekʊθ,ekʊθ
eɪ,eɪkʊð,eɪkʊð,ekʊð,ekʊð
eɪ,eɪbʊm,eɪbʊm,ebʊm,ebʊm
eɪ,eɪbʊn,eɪbʊn,ebʊn,ebʊn
eɪ,eɪbʊŋ,eɪbʊŋ,ebʊŋ,ebʊŋ
eɪ,eɪbʊp,eɪbʊp,ebʊp,ebʊp
eɪ,eɪbʊt,eɪbʊt,ebʊt,ebʊt
eɪ,eɪbʊk,eɪbʊk,ebʊk,ebʊk
eɪ,eɪbʊb,eɪbʊb,ebʊb,ebʊb
eɪ,eɪbʊd,eɪbʊd,ebʊd,ebʊd
eɪ,eɪbʊg,eɪbʊg,ebʊg,ebʊg
eɪ,eɪbʊf,eɪbʊf,ebʊf,ebʊf
eɪ,eɪbʊs,eɪbʊs,ebʊs,ebʊs
eɪ,eɪbʊv,eɪbʊv,ebʊv,ebʊv
eɪ,eɪbʊz,eɪbʊz,ebʊz,ebʊz
eɪ,eɪbʊʃ,eɪbʊʃ,ebʊʃ,ebʊʃ
eɪ,eɪbʊʒ,eɪbʊʒ,ebʊʒ,ebʊʒ
eɪ,eɪbʊθ,eɪbʊθ,ebʊθ,ebʊθ
eɪ,eɪbʊð,eɪbʊð,ebʊð,ebʊð
eɪ,eɪdʊm,eɪdʊm,edʊm,edʊm
eɪ,eɪdʊn,eɪdʊn,edʊn,edʊn
eɪ,eɪdʊŋ,eɪdʊŋ,edʊŋ,edʊŋ
eɪ,eɪdʊp,eɪdʊp,edʊp,edʊp
eɪ,eɪdʊt,eɪdʊt,edʊt,edʊt
eɪ,eɪdʊk,eɪdʊk,edʊk,edʊk
eɪ,eɪdʊb,eɪdʊb,edʊb,edʊb
eɪ,eɪdʊd,eɪdʊd,edʊd,edʊd
eɪ,eɪdʊg,eɪdʊg,edʊg,edʊg
eɪ,eɪdʊf,eɪdʊf,edʊf,edʊf
eɪ,eɪdʊs,eɪdʊs,edʊs,edʊs
eɪ,eɪdʊv,eɪdʊv,edʊv,edʊv
eɪ,eɪdʊz,eɪdʊz,edʊz,edʊz
eɪ,eɪdʊʃ,eɪdʊʃ,edʊʃ,edʊʃ
eɪ,eɪdʊʒ,eɪdʊʒ,edʊʒ,edʊʒ
eɪ,eɪdʊθ,eɪdʊθ,edʊθ,edʊθ
eɪ,eɪdʊð,eɪdʊð,edʊð,edʊð
eɪ,eɪgʊm,eɪgʊm,egʊm,egʊm
eɪ,eɪgʊn,eɪgʊn,egʊn,egʊn
eɪ,eɪgʊŋ,eɪgʊŋ,egʊŋ,egʊŋ
eɪ,eɪgʊp,eɪgʊp,egʊp,egʊp
eɪ,eɪgʊt,eɪgʊt,egʊt,egʊt
eɪ,eɪgʊk,eɪgʊk,egʊk,egʊk
eɪ,eɪgʊb,eɪgʊb,egʊb,egʊb
eɪ,eɪgʊd,eɪgʊd,egʊd,egʊd
eɪ,eɪgʊg,eɪgʊg,egʊg,egʊg
eɪ,eɪgʊf,eɪgʊf,egʊf,egʊf
eɪ,eɪgʊs,eɪgʊs,egʊs,egʊs
eɪ,eɪgʊv,eɪgʊv,egʊv,egʊv
eɪ,eɪgʊz,eɪgʊz,egʊz,egʊz
eɪ,eɪgʊʃ,eɪgʊʃ,egʊʃ,egʊʃ
eɪ,eɪgʊʒ,eɪgʊʒ,egʊʒ,egʊʒ
eɪ,eɪgʊθ,eɪgʊθ,egʊθ,egʊθ
eɪ,eɪgʊð,eɪgʊð,egʊð,egʊð
eɪ,eɪfʊm,eɪfʊm,efʊm,efʊm
eɪ,eɪfʊn,eɪfʊn,efʊn,efʊn
eɪ,eɪfʊŋ,eɪfʊŋ,efʊŋ,efʊŋ
eɪ,eɪfʊp,eɪfʊp,efʊp,efʊp
eɪ,eɪfʊt,eɪfʊt,efʊt,efʊt
eɪ,eɪfʊk,eɪfʊk,efʊk,efʊk
eɪ,eɪfʊb,eɪfʊb,efʊb,efʊb
eɪ,eɪfʊd,eɪfʊd,efʊd,efʊd
eɪ,eɪfʊg,eɪfʊg,efʊg,efʊg
eɪ,eɪfʊf,eɪfʊf,efʊf,efʊf
eɪ,eɪfʊs,eɪfʊs,efʊs,efʊs
eɪ,eɪfʊv,eɪfʊv,efʊv,efʊv
eɪ,eɪfʊz,eɪfʊz,efʊz,efʊz
eɪ,eɪfʊʃ,eɪfʊʃ,efʊʃ,efʊʃ
eɪ,eɪfʊʒ,eɪfʊʒ,efʊʒ,efʊʒ
eɪ,eɪfʊθ,eɪfʊθ,efʊθ,efʊθ
eɪ,eɪfʊð,eɪfʊð,efʊð,efʊð
eɪ,eɪsʊm,eɪsʊm,esʊm,esʊm
eɪ,eɪsʊn,eɪsʊn,esʊn,esʊn
eɪ,eɪsʊŋ,eɪsʊŋ,esʊŋ,esʊŋ
eɪ,eɪsʊp,eɪsʊp,esʊp,esʊp
eɪ,eɪsʊt,eɪsʊt,esʊt,esʊt
eɪ,eɪsʊk,eɪsʊk,esʊk,esʊk
eɪ,eɪsʊb,eɪsʊb,esʊb,esʊb
eɪ,eɪsʊd,eɪsʊd,esʊd,esʊd
eɪ,eɪsʊg,eɪsʊg,esʊg,esʊg
eɪ,eɪsʊf,eɪsʊf,esʊf,esʊf
eɪ,eɪsʊs,eɪsʊs,esʊs,esʊs
eɪ,eɪsʊv,eɪsʊv,esʊv,esʊv
eɪ,eɪsʊz,eɪsʊz,esʊz,esʊz
eɪ,eɪsʊʃ,eɪsʊʃ,esʊʃ,esʊʃ
eɪ,eɪsʊʒ,eɪsʊʒ,esʊʒ,esʊʒ
eɪ,eɪsʊθ,eɪsʊθ,esʊθ,esʊθ
eɪ,eɪsʊð,eɪsʊð,esʊð,esʊð
eɪ,eɪvʊm,eɪvʊm,evʊm,evʊm
eɪ,eɪvʊn,eɪvʊn,evʊn,evʊn
eɪ,eɪvʊŋ,eɪvʊŋ,evʊŋ,evʊŋ
eɪ,eɪvʊp,eɪvʊp,evʊp,evʊp
eɪ,eɪvʊt,eɪvʊt,evʊt,evʊt
eɪ,eɪvʊk,eɪvʊk,evʊk,evʊk
eɪ,eɪvʊb,eɪvʊb,evʊb,evʊb
eɪ,eɪvʊd,eɪvʊd,evʊd,evʊd
eɪ,eɪvʊg,eɪvʊg,evʊg,evʊg
eɪ,eɪvʊf,eɪvʊf,evʊf,evʊf
eɪ,eɪvʊs,eɪvʊs,evʊs,evʊs
eɪ,eɪvʊv,eɪvʊv,evʊv,evʊv
eɪ,eɪvʊz,eɪvʊz,evʊz,evʊz
eɪ,eɪvʊʃ,eɪvʊʃ,evʊʃ,evʊʃ
eɪ,eɪvʊʒ,eɪvʊʒ,evʊʒ,evʊʒ
eɪ,eɪvʊθ,eɪvʊθ,evʊθ,evʊθ
eɪ,eɪvʊð,eɪvʊð,evʊð,evʊð
eɪ,eɪzʊm,eɪzʊm,ezʊm,ezʊm
eɪ,eɪzʊn,eɪzʊn,ezʊn,ezʊn
eɪ,eɪzʊŋ,eɪzʊŋ,ezʊŋ,ezʊŋ
eɪ,eɪzʊp,eɪzʊp,ezʊp,ezʊp
eɪ,eɪzʊt,eɪzʊt,ezʊt,ezʊt
eɪ,eɪzʊk,eɪzʊk,ezʊk,ezʊk
eɪ,eɪzʊb,eɪzʊb,ezʊb,ezʊb
eɪ,eɪzʊd,eɪzʊd,ezʊd,ezʊd
eɪ,eɪzʊg,eɪzʊg,ezʊg,ezʊg
eɪ,eɪzʊf,eɪzʊf,ezʊf,ezʊf
eɪ,eɪzʊs,eɪzʊs,ezʊs,ezʊs
